,Section ID,Text Section,Title,Author,Translated Text
120570,Data/tlg0527tlg0271st1K-grc1_clean.xml1-0-0-17-5-0-0-2,"
			οὐ μὴ συναγάγω τὰς συναγωγὰς αὐτῶν ἐξ αἱμάτων,
		",Psalmi,Septuaginta,None
122133,Data/tlg0527tlg0271st1K-grc1_clean.xml1-0-0-52-10-0-0-0,"
			συναγάγετε αὐτῷ τοὺς ὁσίους αὐτοῦ,
		",Psalmi,Septuaginta,None
124451,Data/tlg0527tlg0271st1K-grc1_clean.xml1-0-0-104-29-0-0-0,"
			μὴ ἀναγάγῃς με ἐν ἡμίσει ἡμερῶν μου·
		",Psalmi,Septuaginta,None
127153,Data/tlg0563tlg0011st1K-grc1_clean.xml1-0-0-8-5-0-0,"
			Ἆρα πᾶν ὅπερ ἡ αἴσθησις ἀθροίσασα τῇ κατὰ
βραχὺ θεωρίᾳ, ἐμπειρίαν τοῦτο ὀνομάζουσα, προσαγάγῃ
τῇ ψυχῇ, καὶ μετὰ τοῦτο ἐπισφραγίσηται ὁ
λογισμὸς τῇ ἐμπειρίᾳ, τοῦτο φῶμεν ἐπιστήμην εἶναι; 
		",Dialexeis,Maximus of Tyre,None
130218,Data/tlg0563tlg0011st1K-grc1_clean.xml1-0-0-37-9-2-0,"
			Κἂν τούτων ἀπαγάγῃς τὴν ὄψιν, οὐκ ἀπόχρη
πρὸς φιλίαν ἡ καρυερία, ἀλλʼ ἐνοχλεῖ αὐθις ἢ παιδίσκων
ὥρα, ἢ γυναικὸς κάλλος· κἂν καταμύσῃ πρὸς
ταῦτα,

		",Dialexeis,Maximus of Tyre,None
130220,Data/tlg0563tlg0011st1K-grc1_clean.xml1-0-0-37-9-2-0-1,"
			5 οἷς γὰρ — 6. 7 ταράττειν om. σ || 17 ἀπαγάγῃ Mα(δΔ⁰)
18 ἡ καρυερία vel καρυηρία (καρυερία R) scil. κυβεία (‘non suf-
ficit ad amIcitiam iungenodan contentum esse nucibus ludere
i. e. auro argentoque plane neglecto lucri ex amcitia faciendi
spem deponere neque usum capere amicum ex amico velleʼ) καρ-
τερία cert. (δΔ) || 18. 19 παιδικῶν α(δΔ) || 19 καταμύσῃς Duebn.

		",Dialexeis,Maximus of Tyre,None
130316,Data/tlg0563tlg0011st1K-grc1_clean.xml1-0-0-38-7-2-0,"
			ἀλλὰ τούτων
ἀπάντων τῶν ἀνδρῶν καὶ τῶν ἐπιτηδευμάτων κατεγέλα,
ὥσπερ ἡμεῖς τῶν σμικρῶν παίδων, ἐπειδὰν ὁρῶμεν
αὐτούς περὶ ἀστραγάλους σπουδάζοντας, τύπτοντας καὶ
τυπτομένους, ἀφαιροῦντας καὶ ἀφαιρουμένους· αὐτὸς

		",Dialexeis,Maximus of Tyre,None
131800,Data/tlg0553tlg0011st1K-grc1_clean.xml1-0-0-2-31-1,"
			Εἰκὼν τέκνα σημαίνει καὶ τὴν προαίρεσιν καὶ τὴν 
γνώμην τοῦ ἰδόντος· τέκνα μὲν διὰ τὴν ὁμοιότητα, γνώμην
δὲ καὶ προαίρεσιν διὰ τὸ ἐπαγάλλεσθαι πάντας εἰκόσιν.
ἡ δὲ ἐξ ὕλης στερεᾶς καὶ ἀσήπτου γεγενημένη ἀμείνων

		",Onirocriticon,Artemidorus,None
133552,Data/tlg0086tlg0301st1K-grc1_clean.xml1-0-0-1-6-1-0,"
			2 διὸ τὰ μὴ ἀμφώδοντα ἀλλὰ κερατώδη στέαρ
ἔχει. φανερὰ δʼ ἡ φύσις οὐτῶν τοῦ τοιούτου στοιχείου
πλήρης οὖσα τῷ κερατώδης εἶναι καὶ ἀστραγάλους
ἔχειν· ἅπαντα γὰρ ξηρὰ καὶ γεηρὰ τὴν φύσιν
ἐστίν. τὰ δʼ ἀμφώδοντα καὶ ἀκέρατα καὶ πολυσχιδῆ
πιμελὴν ἔχει ἀντὶ στέατος, ἥ οὐ πήγνυται οὐδὲ θρύπτεται 
		",De partibus animalium,Aristotle,None
133992,Data/tlg0086tlg0301st1K-grc1_clean.xml1-0-0-3-10-10-0,"
			καὶ ἀστράγαλον δὲ διὰ τοῦτο 41
οὐκ ἔχουσιν ὡς ἐπὶ τὸ πολὺ εἰπεῖν, διὰ τὸ δυσκινητοτέραν
εἶναι τὴν καμπὴν τοῦ ὄπισθεν σκέλους
ἀστραγάλου ἐνόντος· θᾶττον γὰρ ἀνοίγεται καὶ κλείεται
τὰ μίαν ἔχοντα γωνίαν ἢ πλείους, ὁ δʼ ἀστράγαλος
γόμφος ὢν ὥσπερ ἀλλότριον κῶλον ἐμβέβληται

		",De partibus animalium,Aristotle,None
139139,Data/tlg0062tlg0161st1K-grc1_clean.xml1-0-0-7-10-1,"
			Πάρεισιν οἵδε οἱ τραυματίαι οὓς ὁρᾷς. τὰς δὲ
 γυναῖκας ἅμα βούλει παραγάγω;
		",Cataplus,Lucianus Samosatenus,None
144321,Data/tlg4036tlg001opp-grc1_clean.xml1-0-0-1-30-19,"
			10 an οὔκουν? Ι2 σωφρονητικῶσ η ex ι) exp. m3?
19 ἐνεργοῦσαν 14 ἢ προσ θεούσ im. m3 16 ἀπαυλειζόμενοι
88. m3, im. μὴ προσαυλοῦντες κατὰ τρόπον et paulo infra
γρ. ἀπαυθαδιζόμενοι m1 aut m2 20 ἁρπαγάσ add. m3
		",In Platonis Rem Publicam Commentarii,Proclus Diadochus,None
148876,Data/tlg0086tlg0261st1K-grc2_clean.xml1-0-0-1-7-1,"
			7 ἐπεὶ δὲ περὶ τῶν ἀφανῶν τῇ αἰσθήσει νομίζομεν ἱκανῶς ἀποδεδεῖχθαι κατὰ
                            τὸν λόγον, ἐὰν εἰς τὸ δυνατὸν ἀναγάγωμεν, ἔκ τε τῶν νῦν φαινομένων
                            ὑπολάβοι τις ἂν ὧδε περὶ τούτων μάλιστα συμβαίνειν· ὑπόκειται γὰρ ἡμῖν
                            τοῦ κόσμου τοῦ περὶ τὴν γῆν, ὅσον ὑπὸ τὴν ἐγκύκλιὸν ἐστιν φοράν, 
		",Meteorologica,Aristotle,None
149076,Data/tlg0086tlg0261st1K-grc2_clean.xml1-0-0-3-5-0-25,"
			4 ἐλάττω Jrec, Ε 𝔚: ἐλάττων Nrec.: ἐλάττονα Ap; ἐλάττω ἐστὶ Op ‖
                                τοῦ] τῆς 𝔚 𝔙rec. Ncorr.m.1 Ap Op ‖ πμ E 𝔚 Ap Op ‖ 5 δειχθήσεται]
                                Ap: δείξομεν Ε 𝔚 Op ‖ τῆ ἐφʼ ἧ  πη E1: τὴν ἐφ᾿  ἧ πη 𝔚: (τὴν πμ
                                Ap) ‖ 6 ΜΠ] ηπ E1( ut videtur) 𝔚: πμ Ap ‖ πρὸς (1) ex τὸ (ut
                                videtur) corr. F1 ‖ Ap: πμ 1 (ut videtur) 𝔚: κπ Ν ‖ ΠΗ] τὸ πμ E1(
                                ut videtur) 𝔚: ηπ Ap ApWB: κπ ApI ‖ 6—7 πρὸς τὴν ΜΠ in ras. E1;
                                πρὸς κπ 𝔚: πρὸς τὴν πμ Ap: πρὸς πμ Ap ‖ 7 καὶ λοιπὴ ἡ τὸ πη. πρὸς
                                ηκ 𝔚: καὶ λοιπὴ ἡ τὸ ημ πρὸς μ〈κ〉 corr. H1: om. cet.: καὶ ἡ ημ πρὸς
                                μκ Ap ‖ τὸ (post ᾧ)] Ol: om. 𝔚 ‖ 8 πὸλῳ ex πολλω corr. E1 ‖ δὲ om.
                                F ‖ τῷ ἐφ᾿  ᾧ Ol: τῷ ἐφ᾿  ᾗ J F 𝔐 𝔙1: τῷ ἐφ᾿  ἧς τὸ Ε 𝔚: om. Ap ‖
                                π μ E1 𝔚 Ap Ol ‖ 9 ἁπῶν E1 ‖ ἀφάψεται J1 ‖ ἃς om. E1 ‖ 10 μα Jrec.:
                                μη corr. F1: κ ἐπὶ τὸ η τοῦ α 𝔐: μδ 𝔙1: om. N: μ OlG: μν (?) OlV
                                11 αἱ om. E1 ‖ ἄλλοθεν καὶ ἄλλοθεν 𝔙1 ‖ 12 ἂν Ε 𝔚 ‖ οὖν om. 𝔙1 ‖
                                περιαγάγῃς (-αγ- altera in ras. E): περιάγης 𝔚 ‖ 13 τὸ (ante
                                ἡμικύκλιον)] τε ὡς F1 ‖ Η Κ Π] κπ Ε1 𝔚: ‘η κ corr. E1: ηκ 𝔙 H1 N:
                                ἡ κπ Ol ‖ 14 φ᾿  E1 ‖ 15 M in ras. Nrec.; γ supra add. N1 ‖ ποιήσωσι
                                J1 ‖ 16 ΚΜΗ] (-μη in ras. N1): πμη corr. 𝔙: κπμ ApI: ηπμ ApWB1 ‖ ἣν
                                ποιοῦσιν E1 𝔚 Ap: ἢν ποιήσωσι Ol ‖ δὲ] (δ- in ras. Ε) ‖ 17 ΜΠ] OlV:
                                μς OlG ‖ ἐπὶ (1)] Ol: ἐπί τε Erec. 𝔚 ‖ HΠ, ἀεὶ ἴση] Ap: ηπ εἰ ἴση
                                Ecorr. (vide infra) 𝔚: ηπ ἴση OlV: ηπα ἴση OlG ‖ ἀεὶ — ΗΠ (18) om.
                                E1 ‖ 18 ΚΠ ex ηπ corr. E1 ‖ τῷ] τῷ κη corr. J1: om. Frec.: τὰ Nrec.
                                ΗΜΠ] Ap: ηκπ 𝔚: ημπ καὶ Eras. II ‖ ΚΜΠ] Ap: κπμ J: om. E1 𝔚 ‖ 19
                                σημεῖον ex σημιον corr. E1 ‖ 20 κέντρον om. 𝔙1 F1: κ‵ 𝔙rec. ‖ 21
                                μη F1 𝔚 (?)
		",Meteorologica,Aristotle,None
155934,Data/tlg0527tlg0231st1K-grc1_clean.xml1-0-0-4-49-0,"
			καὶ ἐβόησαν
φωνῇ εἰς τὸν οὐρανὸν λέγοντες Τί ποιήσαρμεν τούτοις, καὶ ποῦ
αὐτοὺς ἀπαγάγωμεν ;
		",Machabaeorum i,Septuaginta,None
159857,Data/tlg2034tlg0141st1K-grc1_clean.xml1-0-0-18-28-0-1,"
			1 τ.ν V ὅπέρ ἐϲτι B⟩ V 2 ῥ . . .ϲι V1, ῥέου in
                                marg. V V2 4 ἐντὸϲ . .ϲω V1, , μέϲω V2 in marg. ὃ ex ἡ corr V2 6 ἐπ
                                . .ἀγη . τῶ V1, ἐπαγάγηϲ τῶ V2 in marg. 7 όνω V1, μόνῳ V2 in marg. ἢ
                                B, ἣ V 8 ὑπερβατῶϲ V 13 — 16 καὶ οἱ μὲν — εἰργάϲατο uni Vict.
                                debentur, qui reliqua ita. constituit: ἄμεινον δὲ ἐκεῖνο φάϲκειν,
                                ἐπεὶ πρώην χορευόντων ἀνδρῶν καὶ. γυναικῶν πρῶτοι οἱ μετὰ Θηϲέωϲ
                                κτλ. 18 ϲυνθέντεϲ L 20 ἦεν L
		",Quaestionum Homericanum ad Iliadem pertinentium reliquiae,Porphyry,None
164224,Data/tlg2703tlg001opp-lat1_clean.xml1-0-0-10-15-6,"
			2.τὴν C, τὸ G, τὸν P. τραγάνης G et in margine P. 4.
τοσαύτης CG. II. τοῦτο CG. 19. ἀποπτύσεσθε G et in
margine ἀποσπάσησθε. lege ἀσπάσησθε, ut supra 308, 17.
		",Alexias,Anna Comnena,None
170937,Data/tlg0616tlg0011st1K-grc1_clean.xml1-0-0-1-45-7,"
			Δύσανδρος παρήγγελλεν ἐξαπατᾶν χρῆναι παῖδας
μὲν ἀστραγάλοις, πολεμίους δὲ ὅρκοις.
		",Strategemata,Polyaenus,None
172147,Data/tlg0616tlg0011st1K-grc1_clean.xml1-0-0-4-14-3,"
			Λυσίμαχος Ἀμφιπόλεως κρατήσας Ἀνδραγάθου 
		",Strategemata,Polyaenus,None
173078,Data/tlg0616tlg0011st1K-grc1_clean.xml1-0-0-7-30-6,"
			1 αὐτῶν F || 3 Ἀρσάβης F || 4 ἠσθία F. corr. vulg. 5 παρ-
ἐθηκεν vulg τῶν ἐπιτηδείων H || 6 ἄφθονον H V; ἀφθόνων
F || 8 καταλαβόντες H || καὶ om. M || 13 προσαγάγῃ F; προσάγοι
vulg.; προάγοιεν sc. οἱ πολέμιοι Patakis || 16 ἐπεὶ δὲ Κ ; ἐπειδὴ
F || 21 φαλάγγαν F || 23 ἐνέβαλον M; ἐνέβαλλον F || οὗτοι M,
οἴτω F.
		",Strategemata,Polyaenus,None
173950,Data/tlg2042tlg0541st1K-grc1_clean.xml1-0-0-13-0,"
			Ἐγὼ ἀρχιστράτηγος τῆς δυνάμεως Κυρίου, νῦν παραγέγονα. Μεμνῆσθαι δεῖ ὅτι
                        ἡνίκα ἐμοσχοποίησαν. ὁ Θεὸς τῷ Μωϋσεῖ φησιν, ὅτι « Ἀνάγαγε τὸν λαὸν
                        τοῦτον, οὐ γὰρ μὴ συναναβῶ διὰ τὸ τὸν λαὸν σκληροτράχηλον εἶναι. Καὶ
                        ἰδοὺ ἀποστελῶ τὸν ἄγγελόν μου πρὸ προσώπου σου. Πρόσεχε οὖν σεαυτῷ, καὶ
                        μὴ ἀπείθει. » Ὁ δὲ Μωϋσῆς πρὸς αὐτόν φησιν· « Εἰ μὴ συνανέρχῃ ἡμῖν, μή
                        με ἀναγάγῃς ἐντεῦθεν. » Καὶ τοῦτο εἰπὼν ἔπεισε· καὶ ἦν μετὰ τοῦ λαοῦ,
                        ἕως τῆς τελευτῆς Μωϋσῆ. Μετὰ δὲ τὴν τούτου ἀποβίωσιν, φαίνεται μὲν καὶ
                        διαλέγεται τῷ τοῦ Ναυῆ Ἰησοῦ. Μετὰ γοῦν τὴν ἐπιστασίαν τοῦ λαοῦ εἰς τὸν
                        μαθητὴν Μωϋσέως λοιπὸν παραδίδωσιν αὐτὸν τῷ ἀρχιστρατήγῳ τῷ Μιχαήλ.
                        Οὗτος ἦν ἄρχων τοῦ λαοῦ, ὡς ἐν τῷ Δανιὴλ φαίνεται λέγων ἕτερος
                        ἄγγελος.
		",Selecta in Jesum Nave,Origenes,None
174142,Data/tlg2042tlg0741st1K-grc1_clean.xml1-0-0-12-3-4,"
			Λυπεῖ δὲ οὐδὲν καὶ κατὰ ἀναγωγὴν τὰς ἱστορίας
ταύτας θεωρῆσαι. Ῥύεταί τοι ὁ Θεὸς καὶ ἡμᾶς ἀεὶ
ἐκ γῆς Αἰγύπτου, ἐκ τῆς καμίνου τῆς σιδηρᾶς, τῆς
κατὰ τὴν ἁμαρτίαν, ἵνα εἰσαγάγῃ διὰ πολλῶν γυμνασίων,
διὰ πολλῶν θαυμασίων, διʼ ἄρτου ἐπουρανίου,
διʼ ὕδατος ἀπὸ τῆς πέτρας, ἡ πέτρα δὲ ὁ
Χριστὸς, ἐπὶ τὴν ἁγίαν ἐπαγγελίαν. Μέγα οὖν ἐμοὶ,
ἐὰν, νοήσας τὴν θάλασσαν τοῦ βίου καὶ τὰ κύματα
τὰ ἐν τῷ βίῳ, καὶ τὸ πικρὸν καὶ ἁλμυρὸν τῶν βιωτικῶν
πραγμάτων κλυδώνιον, δυνηθῶ, εὐεργετηθεὶς
ὑπὸ τοῦ Θεοῦ, ἰδεῖν καταποντισθέντας τοὺς νοεροὺς
Αἰγυπτίους, καὶ τὸν νοητὸν Φαρσώ· αὐτὸς δὲ ὢν ἐν
τῷ φωτὶ τῆς ἡμέρας σκεποίμην ὑπὸ νεφέλης τῆς
κούφης, καὶ ὑπὸ φωτισμοῦ πυρὸς, ἐάν ποτέ γε σκοτεινὰ
καὶ δύσκολα 
		",Excerpta in Psalmos [Dub.],Origen,None
174653,Data/tlg2000tlg001opp-grc2_clean.xml1-0-0-4-5-10-0,"
			ληπτέον δὴ τὸ παρεῖναι ἕτερον ἑτέρῳ καὶ τὸ εἶναι ἄλλο ἐν ἄλλῳ πρῶτον
                                ὡς οὐ καθ̓ ἕνα τρόπον ὑπάρχει, ἀλλὰ τὸ μέν ἐστιν οἷον μετὰ τοῦ
                                παρεῖναι ἢ χεῖρον ἢ βέλτιον ποιεῖν ἐκεῖνο μετὰ τοῦ τρέπειν, οἷον ἐπὶ
                                τῶν σωμάτων ὁρᾶται ἐπί γε τῶν ζῴων, τὸ δ̓ οἷον ποιεῖν βέλτιον ἢ
                                χεῖρον ἄνευ τοῦ πάσχειν ἐκεῖνο, ὥσπερ ἐπὶ τῆς ψυχῆς ἐλέγετο, τὸ δ̓
                                οἷον ὅταν τις σχῆμα κηρῷ προσαγάγῃ, ἔνθα οὔτε τι πάθος, ὡς ἄλλο τι
                                ποιῆσαι τὸν κηρὸν εἶναι, ὅταν παρῇ τὸ σχῆμα, οὔτε τις ἔλλειψις
                                ἐκείνῳ 
		",Enneades,Plotinus,None
175784,Data/tlg5023tlg0121st1K-grc1_clean.xml1-0-0-1-204-0,"
			1129. οὗ θᾶσσον: θᾶσσον τοῦ δέοντος ἐξώρμησε καὶ οὐκ ἐπεμέρισέ τινα τῇ
                            μονῇ χάριν. οὔτε γὰρ ἡγήσατο κεχαρισμένον ἑαυτῷ εἶναι τὸ μεῖναι, ἀλλʼ
                            ἀνήχθη. τοῦτο δὲ πρὸς τὴν δραματικὴν ὑπόθεσιν μεμηχάνηται, ὅπως τὸ
                            ἐπεισόδιον ἐπαγάγοι τοῦτο ἐπὶ τῆς σκηνῆς, 
		",Scholia in Euripidis Troiades,Scholia Euripidem,None
176820,Data/tlg4084tlg001opp-grc1_clean.xml1-0-0-4-34-5-0,"
			εὑρὼν δὲ ταύτας ἀφυλάκτους ἐπὶ Ῥαιτίας ἐχώρει καὶ Νωρικὸν Παιονίας τε
                                καὶ τὴν ἄνω Μυσίαν. οὐκ ἀμελήσας δὲ τῆς αὐτοῦ φυγῆς Μάξιμος τὸν
                                ἵππαρχον Ἀνδραγάθιον, ὁρμώμενον μὲν ἀπὸ τοῦ Εὐξείνου πόντου,
                                δοκοῦντα δὲ εὔνουν εἶναι, μετὰ καρτερωτάτων ἵππων ἐκπέμπει διώξοντα.
                                ὃ δὲ συντόνῳ ὁρμῇ διώκων, καταλαβών τε διαβαίνειν ἐθέλοντα τὴν ἐν τῇ
                                Σιγιδούνῳ γέφυραν, κατασφάζει, οὕτω τε βεβαιοτέραν Μαξίμῳ τὴν
                                βασιλείαν πεποίηκεν. 
		",Historia Nova,Zosimus,None
177650,Data/tlg4019tlg002opp-grc1_clean.xml1-0-0-3-49,"
			Ἐπειδὴ δἐ τινες ἀπορ΄΄ιας τινὰς κινοῦσι κατὰ τῶν παρωνύμων, φέρε ταύτας παραθώμεθα καὶ τὰς λύσεις αὐτῶν ἐπαγάγωμεν. ὁ τοίνυν ἀπορῶν 
		",In Categorias Commentarium,Olympiodorus,None
177700,Data/tlg4019tlg002opp-grc1_clean.xml1-0-0-3-93-3,"
			1 post καθ’ ὑποκ. add. τε Arist. 4 εἰσάγων scripsi: εἰσάγει M (cf. p. 45,16)
ἐν superscr. M 11 ἔνια insenii (cf. v. 25) 12 καὶ suppl. M2: om. 1
15 εἰσαγάγη ex εἰσάγει corn M pr. τὸ ex τῷ corr. M 16 ὡρισμένου ex ὁρισμοῦ
corr. M
		",In Categorias Commentarium,Olympiodorus,None
177719,Data/tlg4019tlg002opp-grc1_clean.xml1-0-0-3-101,"
			1 δέ γε Arist. διαφ. εἶναι coll. Arist. 3 αἱ superscr. Μ2 4 αἱ inserui
5. 10 τοσ.] πάντα καὶ Arist. 9 κατηγορεῖται M 12 εἴρηται] p. 50,29
13 κολύει M; post κωλ. lac. signavi; λείπει ἡ δευτέρα ἐξήγησις in mrg. add. 2
20 τι inserui προσαγάγεις M 21 ὡφθήση M ἀνοικίους M 27 φησί M
30 βαδίζει scripsi: βαδίζειν M ποσίν inserui 31 θύαν M1 (cf. Philop. p. 41,24)
δίδυκα Μ1 33 φασὶν M 34 αὐταὶ M
		",In Categorias Commentarium,Olympiodorus,None
177770,Data/tlg4019tlg002opp-grc1_clean.xml1-0-0-3-139-0,"
			8 περασκευάσῃ scripsi: παρασκευάσει M 10 πολλάκις εἰρήκαμεν] spectat sumn in Isag.
comm. 16. 17 ἤπερ] εἴπερ iM Ifi an τὸ ἴδιον κατηγορύμενον? προσεγγίσει M
22 φασίν M 24 συμβεβηκῶσι M 27 ἐπαγάγει M 30 post τελείαν addas ταύταις (cf.
p. 59,37) κἀνταῦθα προστιθεὶς scripsi: κἀνταῦθα (sic) προστιθῇ M πανταχοῦ—κολάζων
(31)] cf. El. p. 165,15 λέγ. οὐσίαι coll. Arist. 34 ἔστι καὶ ἑτέρως ἐπιχ.] cf. p. 58,36
		",In Categorias Commentarium,Olympiodorus,None
190047,Data/tlg0085tlg003opp-grc3_clean.xml1-0-0-11-19-2-10,"
			ζήτει δὲ τῶνδε πημάτων ἀπαλλαγάς.
		",Προμηθευς δεσμωτης,Aeschylus,None
199481,Data/tlg0614tlg0011st1K-grc2_clean.xml1-0-0-2-1-11-3,"
			9 Babr. 209 || 1 ordo: ἐκ βάθους ἄνδρες π. Pp || 2 ἧσπερ
ἔχαιρον κοπιῶντες τῷ βάρει Ρp || 3 λ. δ. πλ. ὧν ἧττον δʼ
ἰχθύων B λ. δ. μεστῆς οὔσης, ἧσσον δʼ ἰχθύων Pp || 4 τὴν
χαρμονὴν B | τῇ ἡδονῇ σύμμικτον κτλ. Pp || epim. F ἐπαγάλλεσθαι
perperam scr. Eb (ἀγαλλιᾶν saepius in N. T) τ. χαροποιοῖς
μεταβάλλεσθαι B πρὸς τοὺς συναντήσαντας ἀτυχίᾳ (εὐτυχίᾳ
recte p) τινὶ καὶ δυστυχίᾳ Pp
		",Fabulae Aesopeae,Babrius,None
199584,Data/tlg0614tlg0011st1K-grc2_clean.xml1-0-0-2-1-28-0-1,"
			λύκον μετʼ αὐτοῦ ἔμελλεν εἰσαγάγοι.
		",Fabulae Aesopeae,Babrius,None
207479,Data/tlg5037tlg0041st1K-grc1_clean.xml1-0-0-0-463-0-0-1,"
			 ὁ δʼ ἐσφάδαζεν οὐκ ἔχων ἀπαλλαγάς·
		",Scholia in Sophoclem (scholia vetera),Scholia in Sophoclem,None
208526,Data/tlg5037tlg0041st1K-grc1_clean.xml1-0-0-1-316-0-0,"
			παραγάγῃς
		",Scholia in Sophoclem (scholia vetera),Scholia in Sophoclem,None
208892,Data/tlg5037tlg0041st1K-grc1_clean.xml1-0-0-2-12-0-0,"
			1
                                προσκηδόμενος L, corr. Lasc. — 3 ἢ υπ+ανοῑσ L, ἢ ὑπὲρ ἀνθρποις
                                Ambros, ἢ πᾶσιν ἀνθρώποις G, ἢ παρὰ ἀνθρώποις nescio quis, ἢ ὑπʼ
                                ἀνθρώπων Lasc., ἢ ὑπὸ πάντων Elmsl., ἢ ὑπακουστέον ἀνθρώποις
                                Duebnerus; dubitanter dedi; cf. schol. v, 40. — 5 ἅμα τε καὶ L,
                                corr. Br. — 8 θήσειν L, corr. Elmsl. — 9 εἰσαγάγῃ] v. 78. — 13
                                ἀπόκρισις] sc. γίνεται. — 22 ἀνελεὴς L, corr. Suid. v. ἀνάλγητος.
                                ἴσος L, corr. Dind. τῷ] τὸ L, corr. Br,
		",Scholia in Sophoclem (scholia vetera),Scholia in Sophoclem,None
211898,Data/tlg5037tlg0041st1K-grc1_clean.xml1-0-0-4-444-0,"
			852 ἔρρωγεν παγά: ἀντὶ τοῦ πάρεστιν ἡμῖν δακρύειν ὡς ἀπὸ πηγῆς κρουνηδόν·
                            ἐκτέταται γὰρ τὸ κακὸν καὶ πανταχοῦ διαβήσεται ἡ κατὰ τὸν Ἡρακλέα
                            συμφορά.
		",Scholia in Sophoclem (scholia vetera),Scholia in Sophoclem,None
212020,Data/tlg5037tlg0041st1K-grc1_clean.xml1-0-0-4-506-1,"
			1 ἀπαγάγῃ L, corr. 1. — 2 ἀποχωρίζοι L, correxi. — 10
                            λέγουσι in lemm. L. τι inclusi.
		",Scholia in Sophoclem (scholia vetera),Scholia in Sophoclem,None
213826,Data/tlg5037tlg0041st1K-grc1_clean.xml1-0-0-6-138-0,"
			245 ὡς τῆς ἀφʼ αἵματος: ὡς ἂν τῆς κοινῆς ἀνθρωπότητος ἔχουσα τὸ συγγενές·
                            ἢ τοιαύτας ἱκετείας ποιοῦμαι οἵας ἄν τις προσαγάγοι τοῖς συγγενέσιν.
		",Scholia in Sophoclem (scholia vetera),Scholia in Sophoclem,None
214083,Data/tlg5037tlg0041st1K-grc1_clean.xml1-0-0-6-262-0,"
			515 μὴ πρὸς ξενίας μὴ πρὸς τῆς σῆς ξενίας ἀναπτύξῃς μου τὰ ἀναιδῆ ἔργα· ἢ
                            οὕτω, μὴ τὰς προξενίας σου ἐπὶ ἔργα ἀναιδῆ καταγάγῃς οἱονεὶ μὴ κατὰ τὴν
                            προξενίαν τὴν σὴν ἔργων γένοιο φαύλων ἀκροατὴς ἀναπτύξαι καὶ φανερῶσαι
                            τὰ κατὰ ἐμὲ βουληθείς. 
		",Scholia in Sophoclem (scholia vetera),Scholia in Sophoclem,None
215687,Data/tlg0527tlg0241st1K-grc1_clean.xml1-0-0-13-16-0,"
			καταλαβόμενοί τε τὴν πόλιν τῇ τοῦ θεοῦ θελήσει ἀμυθήτους
ἐποιήσαντο σφαγάς, ὥστε τὴν παρακειμένην λίμνην τὸ
πλάτος ἔχουσαν σταδίους δύο καταρρεῖν τὸ αἷμα πεπληρωμένην
φαίνεσθαι.
		",Machabaeorum ii,Septuaginta,None
225858,Data/tlg0062tlg0341st1K-grc1_clean.xml1-0-0-41-1-1,"
			Δικαιότατα μὲν οὖν, Σόλων, καὶ ἔγωγε
διηγήσομαι τὰ Σκυθῶν νόμιμα, οὐ σεμνὰ ἴσως
οὐδὲ καθʼ ὑμᾶς, οἵ γε οὐδὲ κατὰ κόρρης παταχθῆναι
τολμήσαιμεν ἂν μίαν πληγήν· δειλοὶ γάρ
ἐσμεν· ἀλλὰ εἰρήσεταί γε ὁποῖα ἂ ᾖ.1 εἰς αὔριον
μέντοι, εἰ δοκεῖ, ὑπερβαλώμεθα τὴν συνουσίαν,
ὡς ἅ τε αὐτὸς ἔφης ἔτι μᾶλλον ἐννοήσαιμι καθʼ
ἡσυχίαν ἅ τε χρὴ εἰπεῖν συναγάγοιμι τῇ μνήμῃ
ἐπελθών. τὸ δὲ νῦν ἔχον ἀπίωμεν ἐπὶ τούτοις·
ἑσπέρα γὰρ ἤδη.
		",Anacharsis,Lucian of Samosata,None
227271,Data/tlg4015tlg002opp-grc1_clean.xml1-0-0-2-676-7,"
			6 γίνεται U 7 προτάσεων Β 10 περὶ I t 13 πρόθεσις Β εἰπόντι Ut
14 κυρίως Ut 16 περιττῶν t Arist. 20 ἄρτιαι t: ἄρτιοι Ut 21 τὰ—προτάσεων
lemma in libris 22 τουτἐστιν om. pr. Β 24 ἡ addidi 25 προαγάγωμεν
B : προσάγωμεν t 29 ἄρτια t 30.31 συμπεράσματα Arist.: συμπέρασμα Bl t
34 συμπέρασμα Bt 35 τοῦ Bt: τὸ U 36 τῷ γ΄ 1 οὑν addidi om. Ut
		",in Aristotelis Analytica Priora commentaria,Joannes Philoponus,None
