	FPP	English	Sentiment
2042	αυτογνωμων	on one's own judgment, at one's own discretion	NULL
2043	αυτογνωτος	self-determined, self-willed	NULL
2044	αυτογῠος	having the share-beam of one piece with the pole	NULL
2045	αυτοδαη	self-taught, unpremeditated	NULL
2046	αυτοδαικτος	self-slain	NULL
2047	αυτοδηλος	self-evident	NULL
2048	αυτοδιδακτος	self-taught	NULL
2049	αυτοδικω	with independent jurisdiction, with one's own law-courts	NULL
2050	αυτοεκαστος	the ideal	NULL
2051	αυτοετη	in	NULL
2052	αυτοθελης	of one's own will	NULL
2053	αυτοκαβδᾰλος	wrought	NULL
2054	αυτοκατακρῐτος	self-condemned	NULL
2055	αυτοκελευθος	going one's own road	NULL
2056	αυτοκελευστος	self-bidden	NULL
2057	αυτοκελης		NULL
2058	αυτοκλᾰδος	branches and all	NULL
2059	αυτοκλητος	self-called	NULL
2060	αυτοκομος	with natural hair, shaggy	NULL
2061	αυτοκρατες	ruling by oneself, absolute, autocratic	NULL
2062	αυτοκρᾰτορικος	of	NULL
2063	αυτοκτιτ	self-produced	NULL
2064	αυτοκτονος	self-slaying	NULL
2065	αυτοκωπος	together with the hilt, up to the hilt	NULL
2066	αυτομαθη	having learnt of oneself, self- taught	NULL
2067	αυτοματ	acting of one's own will, of oneself	NULL
2068	αυτομολος	going of oneself, without bidding	NULL
2069	αυτονομω	living under one's own laws, independent	NULL
2070	αυτονους	self-willed	NULL
2071	αυτοξυλω	of mere wood	NULL
2072	αυτοπᾰγης	self-joined, self-built	NULL
2073	αυτοπᾰθης	speaking from one's own feeling	NULL
2074	αυτοπημων	for one's own woes	NULL
2075	αυτοποιος	self-produced	NULL
2076	αυτοπονητος	self-wrought	NULL
2077	αυτοπρεμν	together with the root, root and branch	NULL
2078	αυτοπροσωπος	in one's own person, without a mask	NULL
2079	αυτοπωλικος	of an	NULL
2080	αυτορῑζος	roots and all	NULL
2081	αυτορῠτος	self-flowing, flowing unbidden	NULL
2082	αυτοσιδηρος	of sheer iron, with stroke of sword	NULL
2083	αυτ	self	NULL
2084	αυτοσσῠτος	self-sped	NULL
2085	αυτοστολος	self-sent, going	NULL
2086	αυτοστονος	lamenting by	NULL
2087	αυτοσφαγη	slain by oneself	NULL
2088	αυτοσχεδιος	hand to hand	NULL
2089	αυτοτελεστος	self-accomplished, spontaneous	NULL
2090	αυτοτελη	ending in itself, complete in itself, supporting oneself	NULL
2091	αυτοτοκος	young and all	NULL
2092	αυτοτρᾰγικος	arrant tragic	NULL
2093	αυτουργητος	self-wrought, rudely wrought	NULL
2094	αυτουργω	self-working	NULL
2095	αυτοφλοιος	with the bark on	NULL
2096	αυτοφονος	self-murdering, murdering those of one's own family	NULL
2097	αυτοφορτος	bearing one's own baggage	NULL
2098	αυτοφυη	self-grown	NULL
2099	αυτοφῠτος	self-caused	NULL
2100	αυτοφωνος	self-sounding	NULL
2101	αυτοφωρω	self-detected, caught in the act of theft	NULL
2102	αυτοχθον	country and all	NULL
2103	αυτοχθων	sprung from the land itself	NULL
2104	αυτοχολωτος	angry at oneself	NULL
2105	αυτοχωνος	rudely cast, massive	NULL
2106	αυχενιος	of the neck	NULL
2107	αυχηεις	braggart, proud	NULL
2108	αυχμηρω	dry, dusty, rough, squalid	NULL
2109	αυχμωδες	looking dry, squalid	NULL
2110	αφαιρετεω	one must take away	NULL
2111	αφαιρετος	to be taken away, separable	NULL
2112	αφᾰλος	without the	NULL
2113	αφᾰμαρτοεπης	random-talking	NULL
2114	φανη	unseen, invisible, viewless	NULL
2115	αφᾰνιστεος	to be suppressed	NULL
2116	ᾰφαντος	made invisible, blotted out, forgotten	NULL
2117	αφαρκτω		NULL
2118	αφαρτερος	more fleet	NULL
2119	ᾰφᾰτος	not uttered, nameless	NULL
2120	ᾰφαυρος	feeble, powerless	NULL
2121	αφεγγες	without light	NULL
2122	αφειδη	unsparing	NULL
2123	αφεκτε	one must abstain from	NULL
2124	αφελ	without a stone, even, smooth	NULL
2125	αφερκτος	shut out from	NULL
2126	αφερτος	insufferable, intolerable	NULL
2127	αφετεος	one must dismiss	NULL
2128	αφετηριος	for letting go	NULL
2129	αφετ	let loose, at large, ranging at will	NULL
2130	απηλικεστερος	beyond youth, elderly	NULL
2131	αφθαρτω	uncorrupted, incorruptible	NULL
2132	αφθεγκτω	voiceless	NULL
2133	αφθιτω	not liable to perish, imperishable	NULL
2134	αφθογγω	voiceless, speechless	NULL
2135	αφθονητος	unenvied	NULL
2136	αφθονε	without envy	NULL
2137	αφθορος	uncorrupt	NULL
2138	αφῐλαγᾰθος	not loving the good	NULL
2139	αφῐλαργῠρος	not loving money	NULL
2140	αφιλητος	unloved	NULL
2141	αφιλοσοφω	unphilosophic	NULL
2142	αφιλω	without friends, friendless	NULL
2143	αφῐλοσταχῠος	without ears of corn, starving	NULL
2144	αφῐλοτῑμος	without due ambition	NULL
2145	αφιππος	unsuited for cavalry	NULL
2146	αφλεκτος	unburnt, unconsumed by fire	NULL
2147	αφλοιος	without bark	NULL
2148	ᾰφνεος	rich, wealthy	NULL
2149	αφοβητε	without fear of	NULL
2150	αφοβω	without fear	NULL
2151	αφοβοσπλαγχνος	fearless of heart	NULL
2152	αφοιβαντος	uncleansed, unclean	NULL
2153	αφορητος	intolerable, insufferable	NULL
2154	αφοριστεος	one must put aside	NULL
2155	αφορμικτος	without the lyre	NULL
2156	αφορμος	departing from	NULL
2157	αφορω	not bearing, barren	NULL
2158	αφορυκτος	unspotted, unstained	NULL
2159	αφρᾰδης	insensate, reckless	NULL
2160	αφρᾰδμων	without sense	NULL
2161	αφρακτω	unfenced, unfortified, unguarded	NULL
2162	αφραστ	unutterable, inexpressible	NULL
2163	αφρηλογος	gathering froth, skimming	NULL
2164	αφριοεις	foamy	NULL
2165	αφρογενης	foam-born	NULL
2166	αφροδισιω	belonging to Aphrodite	NULL
2167	αφροντιστος	thoughtless, heedless, taking no care	NULL
2168	αφρουρος	unguarded, unwatched	NULL
2169	αφροφῠης	foam-producing	NULL
2170	αφρωδη	foamy	NULL
2171	αφρον	without sense	NULL
2172	αφυη	without natural talent, witless, dull	NULL
2173	αφυκτ	not to be shunned, from which none escape	NULL
2174	αφυλακτω	unguarded, unwatched	NULL
2175	αφυλλος	leafless	NULL
2176	αφωνητω	voiceless, speechless	NULL
2177	ᾰφωνος	voiceless, speechless, dumb, silent	NULL
2178	αχαιικος	of	NULL
2179	αχαιω	Achaian	NULL
2180	αχαλιν	unbridled	NULL
2181	αχαλῑνωτος	without bridle	NULL
2182	αχαλκεω	penniless	NULL
2183	αχαλκευτος	not forged of metal	NULL
2184	αχαλκος	without brass	NULL
2185	αχαλκωτος	not brasened; without money	NULL
2186	αχανη	not opening the mouth	NULL
2187	αχᾰρακωτος	not palisaded	NULL
2188	αχαριστω	ungracious, unpleasant, unpleasing	NULL
2189	αχαρῐτος	ungrateful, thankless	NULL
2190	αχαρνικος	belonging to	NULL
2191	αχειμαντος	not vexed by storms	NULL
2192	αχειροποιητω	not wrought by hands	NULL
2193	αχειρος	without hands	NULL
2194	αχειρωτος	untamed, unconquered	NULL
2195	αχερουσιος	of Acheron	NULL
2196	αχθεινος	burdensome, oppressive, wearisome	NULL
2197	αχθοφορος	bearing burdens	NULL
2198	αχιλλειος	of Achilles	NULL
2199	αχλαινος	without cloak	NULL
2200	τωχλω	without herbage	NULL
2201	αχλῠοεις	gloomy	NULL
2202	αχνους	without down	NULL
2203	αχολω	allaying bile	NULL
2204	αχορευτος	not attended with the dance, joyless, melancholy	NULL
2205	αχορος	without the dance	NULL
2206	αχρᾱης	undefiled, immaculate	NULL
2207	αχρει	useless, unprofitable, good for nothing	NULL
2208	αχρημᾰτος	without money	NULL
2209	αχρημων	without money, poor, needy	NULL
2210	αχρηστω	useless, unprofitable, unserviceable	NULL
2211	αχρωμᾰτος	colourless	NULL
2212	αχρως	colourless	NULL
2213	αχρωστος	untouched	NULL
2214	αχωριστος	not parted, not divided	NULL
2215	αψαυστος	untouched, not to be touched, sacred	NULL
2216	αψεγες	unblamed, blameless	NULL
2217	αψευδη	without lie and deceit, truthful, sincere, trusty	NULL
2218	αψηφιστος	not having voted	NULL
2219	αψῐκορος	satisfied with touching	NULL
2220	αψιμᾰχος	skirmishing	NULL
2221	αψορροος	backflowing, refluent	NULL
2222	αψορρος	going back, backwards	NULL
2223	αψοφος	noiseless	NULL
2224	αψυκτος	not capable of being cooled	NULL
2225	αψυχ	lifeless, inanimate	NULL
2226	αωρονυκτος	at midnight	NULL
2227	αωρω	untimely, unseasonable	NULL
2228	αωρω	pendulous, waving about	NULL
2229	βαδιστε	one must walk	NULL
2230	βαδιστικος	good at walking	NULL
2231	βᾰθῠαγκης	with deep dells	NULL
2232	βᾰθῠβουλος	deep-counselling	NULL
2233	βᾰθῠγαιος	with deep soil, productive	NULL
2234	βαθυγηρως	in great old age, decrepit	NULL
2235	βᾰθῠδῑνηεις	deep-eddying	NULL
2236	βαθυζωνε	deep-girded	NULL
2237	βᾰθῠκαμπης	strongly curved	NULL
2238	βᾰθῠκητης	deep yawning	NULL
2239	βᾰθῠκλεης	illustrious	NULL
2240	βᾰθῠκολπος	with dress falling in deep folds	NULL
2241	βᾰθῠκρημνος	with high cliffs	NULL
2242	βᾰθῠκτεᾰνος	with great possessions, plenteous	NULL
2243	βᾰθῠλειμος	with deep, rich meadows	NULL
2244	βᾰθῠληιος	with deep crop, very fruitful	NULL
2245	βᾰθῠνους	of deep mind	NULL
2246	βαθυξυλω	with deep wood	NULL
2247	βᾰθυπελμος	thick-soled	NULL
2248	βαθυπλουτε	exceeding rich	NULL
2249	βᾰθῠπολεμος	plunged deep in war	NULL
2250	βᾰθυρρηνος	with thick wool	NULL
2251	βᾰθυρρῑζος	deep-rooted	NULL
2252	βᾰθυρροος	deep-flowing, brimming	NULL
2253	βᾰθυσκᾰφης	deep-dug	NULL
2254	βᾰθυσκῐος	deep-shaded	NULL
2255	βαθυ	deep	NULL
2256	βᾰθυσπορος	deep-sown, fruitful	NULL
2257	βαθυστερνω	deep-chested	NULL
2258	βᾰθυστολμος	with deep, full robe	NULL
2259	βᾰθυστρωτος	deep-strewn, well-covered	NULL
2260	βᾰθυσχοινος	deep-grown with rushes	NULL
2261	βᾰθυφρων		NULL
2262	βᾰθυφυλλος	thick-leafed	NULL
2263	βᾰθυχθων		NULL
2264	βαι	little, small, scanty	NULL
2265	βακχῐος	Bacchic, of	NULL
2266	βακχευσιμος	Bacchanalian, frenzied	NULL
2267	βακχευτικος	disposed to Bacchic revels	NULL
2268	βᾰλᾰνηφαγος	acorn-eating	NULL
2269	βᾰλᾰνηφορος	bearing dates	NULL
2270	βαλιε	dapple	NULL
2271	βαλιε	spotted, dappled	NULL
2272	βᾰναυσικος	of	NULL
2273	βαναυσος	mechanical	NULL
2274	βαπτ	dipped, dyed, bright-coloured	NULL
2275	βαρβαρικω	barbaric, foreign, like a foreigner	NULL
2276	βαρβαρ	barbarous	NULL
2277	βαρβᾰροφωνος	speaking a foreign tongue	NULL
2278	βαρδιστος		NULL
2279	βᾰρῠαλγης		NULL
2280	βᾰρῠαλγητος	very grievous	NULL
2281	βᾰρῠᾱχης	heavy with woe	NULL
2282	βᾰρῠβρομος	loud-roaring, loud-sounding	NULL
2283	βᾰρῠγουνος	heavy-kneed, lazy	NULL
2284	βᾰρῠγυιος	weighing down the limbs, wearisome	NULL
2285	βᾰρῠδαιμων	pressed by a heavy fate, luckless	NULL
2286	βᾰρῠδακρυς	weeping grievously	NULL
2287	βαρυδῐκος	taking heavy vengeance	NULL
2288	βᾰρῠδουπος	loud-sounding	NULL
2289	βᾰρυζηλος	exceeding jealous	NULL
2290	βᾰρῠᾱχης	deep-voiced	NULL
2291	βᾰρυθροος	deep	NULL
2292	βαρυθυμε	heavy in spirit: indignant, sullen	NULL
2293	βᾰρῠκοτος	heavy in wrath	NULL
2294	βαρυκτυπω	heavy-sounding, loud-thundering	NULL
2295	βᾰρυμηνιος	heavy in wrath, exceeding wrathful	NULL
2296	βᾰρυμισθος	largely paid	NULL
2297	βᾰρυμοχθος	very toilsome, painful	NULL
2298	βᾰρυοργητος	exceeding angry	NULL
2299	βᾰρῠπᾰλᾰμος	heavy-handed	NULL
2300	βᾰρυπενθης	causing grievous woe	NULL
2301	βᾰρυπενθητος	mourning heavily	NULL
2302	βαρυπεση	heavy-falling	NULL
2303	βαρυποτμε	grievous	NULL
2304	βᾰρῠσιδηρος	heavy with iron	NULL
2305	βαρυ	heavy	NULL
2306	βᾰρῠσταθμος	weighing heavy	NULL
2307	βαρυστον	groaning heavily, bellowing	NULL
2308	βαρυσφαραγω	loud-thundering	NULL
2309	βᾰρῠτῑμος	very costly	NULL
2310	βᾰρῠτλητος	bearing a heavy weight	NULL
2311	βᾰρῠτονος	deep-sounding	NULL
2312	βᾰρῠφθογγος	loud-sounding, roaring	NULL
2313	βᾰρῠφρων	weighty of purpose, grave-minded	NULL
2314	βᾰρῠχειλος	thick-lipped	NULL
2315	βᾰρῠχορδος	deep-toned	NULL
2316	βᾰρῠψῡχος	heavy of soul, dejected	NULL
2317	βᾰσᾰνιστεος	to be put to the proof	NULL
2318	βασιλει	of the king, kingly, royal	NULL
2319	βασιλικω	royal, kingly	NULL
2320	βασῐμος	passable, accessible	NULL
2321	βασκᾰνος	slanderous, envious, malignant	NULL
2322	βασσαρικος		NULL
2323	βαστακτος	to be borne	NULL
2324	βᾰτῐδοσκοπος	looking after skates	NULL
2325	βατοδροπε	pulling berries off	NULL
2326	βατ	passable	NULL
2327	βᾰτραχειος	of	NULL
2328	βαυκος	prudish	NULL
2329	βαφικω	fit for dyeing	NULL
2330	βδελυκτος	disgusting, abominable	NULL
2331	βδελυρε	loathsome, disgusting, brutal	NULL
2332	βεβαι	firm, steady, steadfast, sure, certain	NULL
2333	βεβηλω	allowable to be trodden, permitted to human use	NULL
2334	βεκκεσεληνε	superannuated, doting	NULL
2335	βελεηφορος	bearing darts	NULL
2336	βελεσσιχᾰρης	in darts	NULL
2337	βελτερος	better, more excellent	NULL
2338	βεντισθ	best	NULL
2339	βελτῐω	better	NULL
2340	βησσηεις	of	NULL
2341	βιαιω	forcible, violent	NULL
2342	βῐαρκης	supplying the necessaries of life	NULL
2343	βιαστεος	one must do violence to	NULL
2344	βῐημαχος		NULL
2345	βῐοδωρος	life-giving	NULL
2346	βῐοθαλμιος	lively, strong, hale	NULL
2347	βῐοθρεμμων	supporting the life	NULL
2348	βιοστερη	reft of the means of life	NULL
2349	βῐοφειδης	penurious	NULL
2350	βιωσιμος	to be lived, worth living	NULL
2351	βιωτεος	one must live	NULL
2352	βῐωτικος	of	NULL
2353	βιωτω	to be lived, worth living	NULL
2354	βλαβερω	hurtful, noxious, disadvantageous	NULL
2355	βλαισος	having the knees bent inwards, bandylegged	NULL
2356	βλᾱκικος	lazy, stupid	NULL
2357	βλακωδες	lazy-like, lazy	NULL
2358	βλακωτατος	slack	NULL
2359	βλασφημ	evil-speaking	NULL
2360	βλαψιφρων	mad	NULL
2361	βλεπτεος	one must look	NULL
2362	βλεπτικος	of	NULL
2363	βλεπτος	to be seen, worth seeing	NULL
2364	βλητεος	one must put	NULL
2365	βληχρος	weak, faint, slight	NULL
2366	βληχωδης	bleating, sheepish	NULL
2367	βλοσυρω	grim, fierce	NULL
2368	βλωθρος	tall, stately	NULL
2369	βοεικος	of	NULL
2370	βοευς	of an ox	NULL
2371	βοηγενης	born of an ox	NULL
2372	ERROR: Nothing found with those parameters	the succour given	NULL
2373	βοηδρομω	running to a cry for aid, giving succour, a helper	NULL
2374	βοηθητεος	one must help	NULL
2375	βοηθω	assisting, auxiliary	NULL
2376	βοηλᾰτικος	of	NULL
2377	βοιωτιος	Boeotian	NULL
2378	βοιωτιουργης	of Boeotian work	NULL
2379	βολαιος	violent	NULL
2380	βολιτινος	of cow-dung	NULL
2381	βομβηεις	humming, buzzing	NULL
2382	βορβοροθῡμος	muddy-minded	NULL
2383	βορβορωδη	muddy, miry	NULL
2384	βορειω	from the quarter of the North wind, northern	NULL
2385	βορος	devouring, gluttonous	NULL
2386	βορραιος		NULL
2387	βοσκητεος	one must feed	NULL
2388	βοτηρικος	of	NULL
2389	βοτρῠιος	of grapes	NULL
2390	βοτρυοδωρε	grape-producing	NULL
2391	βοτρῠοεις	clustering	NULL
2392	βοτρῠχωδης	like curls, curly	NULL
2393	βοτρυωδη	like a bunch of grapes	NULL
2394	βουβοτος	grazed by cattle	NULL
2395	βουδορος	flaying oxen	NULL
2396	βουθερης	affording summer-pasture	NULL
2397	βουθυτω	of	NULL
2398	βουκερω	horned like an ox	NULL
2399	βουκεφᾰλος	bull-headed	NULL
2400	βωκολικος	pastoral	NULL
2401	βουκρᾱνος		NULL
2402	βουλαιος	of the council	NULL
2403	βουλευτεος	one must take counsel	NULL
2404	βουλευτηρι	advising	NULL
2405	βουλευτικω	of	NULL
2406	βουλευτος	devised, plotted	NULL
2407	βουληεις	of good counsel	NULL
2408	βουλητ	that is	NULL
2409	βουληφορε	counselling, advising	NULL
2410	βουλιος	sage	NULL
2411	βουλομᾰχος	strife-desiring	NULL
2412	βουνοειδη	hilly	NULL
2413	βουνομος	grazed by cattle	NULL
2414	βουνομος	of oxen at pasture	NULL
2415	βουπαλειος	like Bupalus	NULL
2416	βουπαμων	rich in cattle	NULL
2417	βουπληκτρος	goading oxen	NULL
2418	βουποιητος		NULL
2419	βουπορω	ox-piercing	NULL
2420	βουπρωρος	with the face of an ox	NULL
2421	βουστροφος	ox-guiding	NULL
2422	βουφαγος	ox-eating	NULL
2423	βουφονε	ox-slaying, ox-offering	NULL
2424	βουφορβω	ox-feeding	NULL
2425	βουφορτος		NULL
2426	βουχανδης	holding a whole ox	NULL
2427	βραγχος	hoarse	NULL
2428	βρᾰδῠπειθης	slow to believe	NULL
2429	βρᾰδῠσκελης	slow of leg	NULL
2430	βραδυ	slow	NULL
2431	βρᾰχῠβῐος	short-lived	NULL
2432	βρᾰχῠβωλος	with small	NULL
2433	βρᾰχῠγνωμων	of small understanding	NULL
2434	βρᾰχῠδρομος	running a short way	NULL
2435	βρᾰχῠκωλος	with short limbs	NULL
2436	βρᾰχῠλογος	short in speech, of few words	NULL
2437	βρᾰχυπορος	with a short passage	NULL
2438	βραχυ	short	NULL
2439	βρᾰχυσυμβολος	bringing a small contribution	NULL
2440	βρᾰχῠτονος	reaching but a short way	NULL
2441	βρᾰχῠτραχηλος	short-necked	NULL
2442	βρᾰχῠφυλλος	with few leaves	NULL
2443	βρῐᾰρος	strong, stout	NULL
2444	βρῐηπῠος	loud-shouting	NULL
2445	βρῑθυνοος	grave-minded, thoughtful	NULL
2446	βρῑθυ	weighty, heavy	NULL
2447	βρισαρματε	chariot-loading	NULL
2448	βρομιε	sounding, boisterous	NULL
2449	βρομιος	Bacchic	NULL
2450	βρομιωδης		NULL
2451	βροντησικεραυνος	sending thunder and lightning	NULL
2452	βροτεος	mortal, human, of mortal mould	NULL
2453	βροτοβαμων	trampling on men	NULL
2454	βροτογηρυς	with human voice	NULL
2455	βροτοεις	gory, blood-boltered	NULL
2456	βροτοκτονος	man-slaying, homicidal	NULL
2457	βροτολοιγε	plague of man, bane of men	NULL
2458	βροτοσκοπος	taking note of man	NULL
2459	βροτοστῠγης	hated by men	NULL
2460	βροτοφεγγης	giving light to men	NULL
2461	βροτοφθορος	man-destroying	NULL
2462	βρυχιος	from the depths of the sea	NULL
2463	βρωσιμος	eatable	NULL
2464	βρωτος	to be eaten	NULL
2465	βυβλινος	made of byblus	NULL
2466	βῠθιος	in the deep, sunken	NULL
2467	βυρσοπαγη	made of hides	NULL
2468	βυρσοτενη	with skin stretched over it	NULL
2469	βυσσινω	made of	NULL
2470	βυσσοφρων	deep-thinking	NULL
2471	βωλοτομος	clod-breaking	NULL
2472	βωμιος	of an altar	NULL
2473	βωμοειδες	like an altar	NULL
2474	βωμολοχικος	inclined to ribaldry	NULL
2475	βωμολοχος	one that lurked about the altars for the scraps that could be got there, a half-starved beggar	NULL
2476	γᾰδειραιος	of Gibraltar	NULL
2477	γαιηιος	sprung from Gaia	NULL
2478	γηουχος	earth-upholding	NULL
2479	γαι	on land	NULL
2480	γᾰλᾰθηνος	sucking, young, tender	NULL
2481	γᾰλακτινος	milky, milk-white	NULL
2482	γᾰλακτοπᾰγης	like curdled milk	NULL
2483	γαλακτοφαγος	milk-fed	NULL
2484	γᾰλερος	cheerful	NULL
2485	γᾰληναιος		NULL
2486	γαλην	calm;	NULL
2487	γαμιος	belonging to a wedding, bridal	NULL
2488	γᾰμικος	of	NULL
2489	γᾰμοκλοπος	adulterous	NULL
2490	γᾰμοστολος	preparing a wedding	NULL
2491	γαμψος	curved	NULL
2492	γαποτος	to be drunk up by Earth	NULL
2493	γαστρῐμαργος	gluttonous	NULL
2494	γαστροβᾰρης	heavy with child	NULL
2495	γαστροειδης	paunchlike, round	NULL
2496	γαστρωδης	pot-bellied	NULL
2497	γητομος	cleaving the ground	NULL
2498	γαυλικος	of	NULL
2499	γαυρος	exulting in	NULL
2500	γεγων	loud-sounding	NULL
2501	γειοφορος	earth-bearing	NULL
2502	γειτοσυνος	neighbouring	NULL
2503	γελᾰστικος	inclined to laugh	NULL
2504	γελᾰστος	laughable	NULL
2505	γελοι	causing laughter, laughable	NULL
2506	γελωτοποιος	exciting laughter	NULL
2507	γενεθλιᾰκος	of	NULL
2508	γενεθλι	of	NULL
2509	γενεσιω	a day kept in memory of the dead	NULL
2510	γενναιοπρεπης	befitting a noble	NULL
2511	γενναι	suitable to one's birth	NULL
2512	γεννητω	begotten	NULL
2513	γεννικος	noble	NULL
2514	γερα	old	NULL
2515	γεραιοφλοιος	with old, wrinkled skin	NULL
2516	γερᾰρω	of reverend bearing, majestic	NULL
2517	γερασμιος	honouring	NULL
2518	γερουσιος	for	NULL
2519	γευστεος	one must make to taste	NULL
2520	γεωδη	earth-like, earthy	NULL
2521	γεωλοφω	crested with earth	NULL
2522	γεωμετρικω	of	NULL
2523	γεηπονος	a husbandman	NULL
2524	γεωργικω	of	NULL
2525	γεωργω	tilling the ground	NULL
2526	γεωρυχος	throwing up the earth	NULL
2527	γεωτομος	cutting the ground, ploughing	NULL
2528	γηγενη	earthborn	NULL
2529	γηθοσυνος	joyful, glad at	NULL
2530	γηινος	of earth	NULL
2531	γηπετης	falling	NULL
2532	γηραω	aged, in old age	NULL
2533	γηροβοσκω	feeding	NULL
2534	γηροκομος	tending old age	NULL
2535	γῐγαντειος	gigantic	NULL
2536	γῐγαντοφονος	giant-killing	NULL
2537	γλᾰγερος	full of milk	NULL
2538	γλακτοφαγος	living on milk	NULL
2539	γλᾰμων	blear-eyed	NULL
2540	γλαυκομματος	gray-eyed	NULL
2541	γλαυχ	gleaming, silvery	NULL
2542	γλαφυρω	hollow, hollowed	NULL
2543	γλισχραντιλογεξεπιτριπτος	greedy-pettifogging-barefaced-knavish	NULL
2544	γλισχρος	glutinous, sticky, clammy	NULL
2545	γλοιος	any glutinous substance, gluten, gum	NULL
2546	γλῠκυδακρυς	causing sweet tears	NULL
2547	γλυκυδωρε	with sweet gifts	NULL
2548	γλῠκυηχης	sweet-sounding	NULL
2549	γλῠκυθῡμος	sweet-minded, sweet of mood	NULL
2550	γλῠκυκαρπος	bearing sweet fruit	NULL
2551	γλυκυμειλιχε	sweetly winning	NULL
2552	γλῠκυμῡθος	sweet-speaking	NULL
2553	γλυκῠ	sweet	NULL
2554	γλυπτω	carved	NULL
2555	γλωσσαλγος	talking till one's tongue aches	NULL
2556	γναμπτε	curved, bent	NULL
2557	γνησι	of	NULL
2558	γνωμονικος	fit to give judgment	NULL
2559	γνωμοτῠπικος	clever at coining maxims	NULL
2560	γνωμοτυπος	maxim-coining, sententious	NULL
2561	γνωριμ	well-known, familiar	NULL
2562	γνωριστεος	one must know	NULL
2563	γνωστεος	one must know	NULL
2564	γνωστικος	good at knowing	NULL
2565	γνωστω	known, to be known	NULL
2566	γνωτος	perceived, understood, known	NULL
2567	γογγυλω	round	NULL
2568	γοημων	mournful, lamentable	NULL
2569	γοητικος	bewitching	NULL
2570	γομφιοδουπος	rattling between the teeth	NULL
2571	γομφοπαγη	fastened with bolts, well-bolted	NULL
2572	γονιας	violent	NULL
2573	γονιμος	productive, fruitful	NULL
2574	γονυπετη	falling on the knee	NULL
2575	γοργειος	of the Gorgon	NULL
2576	γοργῐειος	of Gorgias, Gorgias-like	NULL
2577	γοργονωτος	with the Gorgon on it	NULL
2578	γοργω	grim, fierce, terrible	NULL
2579	γοργοφονος	Gorgon-killing	NULL
2580	γοργωπος	fierce-eyed	NULL
2581	γουνοπᾰγης	cramping the knees	NULL
2582	γουνοπᾰχης	thick	NULL
2583	γραιος	raisins	NULL
2584	γραμματικω	knowing one's letters, well grounded in the rudiments, a grammarian	NULL
2585	γραμματοκος	mother of letters	NULL
2586	γραμμᾰτοφορος	letter-carrying	NULL
2587	γραπτεος	one must describe	NULL
2588	γραπτω	marked as with letters	NULL
2589	γραφικω	capable of drawing	NULL
2590	γρᾱωδης	like an old woman	NULL
2591	γρυπω	hook-nosed, with aquiline nose	NULL
2592	γυιοβαρη	weighing down the limbs	NULL
2593	γυιοβορος	gnawing the limbs	NULL
2594	γυιοπᾰγης	stiffening the limbs	NULL
2595	γυιος	lame	NULL
2596	γυιοτᾰκης	wasting the limbs	NULL
2597	γυιοχαλκος	of brasen limb	NULL
2598	γυμνᾰσιαρχικος	of	NULL
2599	γυμναστεος	one must practise	NULL
2600	γυμνᾰστικος	fond of athletic exercises, skilled in them	NULL
2601	γυμνητικος	of	NULL
2602	γυμνικω	of	NULL
2603	γυμνω	naked, unclad	NULL
2604	γυμνωτεος	to be stript of	NULL
2605	γυναικει	of	NULL
2606	γῠναικοβουλος	devised by a woman	NULL
2607	γῠναικογηρῡτος	proclaimed by a woman	NULL
2608	γυναικομιμω	aping women	NULL
2609	γῠναικομορφος	in woman's shape	NULL
2610	γῠναικοπληθης	full of women	NULL
2611	γῠναικοποινος	woman-avenging	NULL
2612	γυναιμανες	mad for women	NULL
2613	γυναιος	made to a woman	NULL
2614	γῡπινος	of a vulture	NULL
2615	γῡρητομος	tracing a circle	NULL
2616	γῡροδρομος	running round in a circle	NULL
2617	γυρω	round	NULL
2618	γωνιωδη	angular	NULL
2619	δαημων	knowing, experienced in	NULL
2620	δαιδαλεω	cunningly	NULL
2621	δαιδαλ	cunningly	NULL
2622	δαιμονι	of	NULL
2623	δαιμονιωδης	demoniacal, devilish	NULL
2624	δαι	battle	NULL
2625	δαιφρον	battle	NULL
2626	δᾰκεθῡμος	heart-eating, heart-vexing	NULL
2627	δακρυοεν	tearful, much-weeping	NULL
2628	δακρυρροος	flowing with tears	NULL
2629	δακρῠσιστακτος	dropping tears	NULL
2630	δακρυτ	wept over, tearful	NULL
2631	δακρῠχᾰρης	delighting in tears	NULL
2632	δακρυωδες	tearful, lamentable	NULL
2633	δακτῠλικος	set in a ring	NULL
2634	δακτῠλοδεικτος	pointed at with the finger	NULL
2635	δακτῠλοκαμψοδῠνος	wearying the fingers by keeping them bent	NULL
2636	δακτῠλοτριπτος	worn by fingers	NULL
2637	δᾰμᾰληβοτος	browsed by heifers	NULL
2638	δᾰμᾰληφαγος	beef-eating	NULL
2639	δᾰμᾰσιμβροτος	taming mortals, man-slaying	NULL
2640	δανειστικος	of	NULL
2641	δανω	burnt, dry, parched	NULL
2642	δαπανω	lavish, extravagant	NULL
2643	δαρδανιος	Trojan	NULL
2644	δᾱρεικος	a Daric	NULL
2645	δᾱρειογενης	born from Darius	NULL
2646	δασκῐος	thick-shaded, bushy	NULL
2647	δασμοφορος	paying tribute, tributary	NULL
2648	δᾰσῠκερκος	bushy-tailed	NULL
