id	text	bare_text	sequence_num	morph_code	base_form	bare_base_form	definition
497	γλύκων	γλυκων	497	a-p---ng-	γλυκύς	γλυκυς	sweet
498	γλυκέων	γλυκεων	498	a-p---ng-	γλυκύς	γλυκυς	sweet
499	γλυκίων	γλυκιων	499	a-p---ng-	γλυκύς	γλυκυς	sweet
500	γλύκη	γλυκη	500	a-p---nn-	γλυκύς	γλυκυς	sweet
501	γλυκέ’	γλυκε	501	a-p---nn-	γλυκύς	γλυκυς	sweet
502	γλυκέα	γλυκεα	502	a-p---nn-	γλυκύς	γλυκυς	sweet
503	γλυκερά	γλυκερα	503	a-p---nn-	γλυκύς	γλυκυς	sweet
504	γλυκή	γλυκη	504	a-p---nn-	γλυκύς	γλυκυς	sweet
505	γλυκύτατ’	γλυκυτατ	505	a-p---nn-	γλυκύς	γλυκυς	sweet
506	γλυκύτατα	γλυκυτατα	506	a-p---nn-	γλυκύς	γλυκυς	sweet
507	γλυκυτέρα	γλυκυτερα	507	a-p---nn-	γλυκύς	γλυκυς	sweet
508	γλυκερώτερα	γλυκερωτερα	508	a-p---nnc	γλυκύς	γλυκυς	sweet
509	γλυκερωτέρα	γλυκερωτερα	509	a-p---nnc	γλυκύς	γλυκυς	sweet
510	γλυκίω	γλυκιω	510	a-p---nnc	γλυκύς	γλυκυς	sweet
511	γλύκη	γλυκη	511	a-p---nv-	γλυκύς	γλυκυς	sweet
512	γλυκέ’	γλυκε	512	a-p---nv-	γλυκύς	γλυκυς	sweet
513	γλυκέα	γλυκεα	513	a-p---nv-	γλυκύς	γλυκυς	sweet
514	γλυκερά	γλυκερα	514	a-p---nv-	γλυκύς	γλυκυς	sweet
515	γλυκή	γλυκη	515	a-p---nv-	γλυκύς	γλυκυς	sweet
516	γλυκύτατ’	γλυκυτατ	516	a-p---nv-	γλυκύς	γλυκυς	sweet
517	γλυκύτατα	γλυκυτατα	517	a-p---nv-	γλυκύς	γλυκυς	sweet
518	γλυκυτέρα	γλυκυτερα	518	a-p---nv-	γλυκύς	γλυκυς	sweet
519	γλυκερώτερα	γλυκερωτερα	519	a-p---nvc	γλυκύς	γλυκυς	sweet
520	γλυκερωτέρα	γλυκερωτερα	520	a-p---nvc	γλυκύς	γλυκυς	sweet
521	γλυκεῖαν	γλυκειαν	521	a-s---fa-	γλυκύς	γλυκυς	sweet
522	γλυκειᾶν	γλυκειαν	522	a-s---fa-	γλυκύς	γλυκυς	sweet
523	γλυκεράν	γλυκεραν	523	a-s---fa-	γλυκύς	γλυκυς	sweet
524	γλυκερήν	γλυκερην	524	a-s---fa-	γλυκύς	γλυκυς	sweet
525	γλυκυτάταν	γλυκυταταν	525	a-s---fa-	γλυκύς	γλυκυς	sweet
526	γλυκυτάτην	γλυκυτατην	526	a-s---fa-	γλυκύς	γλυκυς	sweet
527	γλυκυτέραν	γλυκυτεραν	527	a-s---fa-	γλυκύς	γλυκυς	sweet
528	γλυκίω	γλυκιω	528	a-s---fac	γλυκύς	γλυκυς	sweet
529	γλυκείᾳ	γλυκεια	529	a-s---fd-	γλυκύς	γλυκυς	sweet
530	γλυκεῖ’	γλυκει	530	a-s---fd-	γλυκύς	γλυκυς	sweet
531	γλυκεῖαι	γλυκειαι	531	a-s---fd-	γλυκύς	γλυκυς	sweet
532	γλυκεραί	γλυκεραι	532	a-s---fd-	γλυκύς	γλυκυς	sweet
533	γλυκερῇ	γλυκερη	533	a-s---fd-	γλυκύς	γλυκυς	sweet
534	γλυκύτατ’	γλυκυτατ	534	a-s---fd-	γλυκύς	γλυκυς	sweet
535	γλυκυτάτᾳ	γλυκυτατα	535	a-s---fd-	γλυκύς	γλυκυς	sweet
536	γλυκερώτεραι	γλυκερωτεραι	536	a-s---fdc	γλυκύς	γλυκυς	sweet
537	γλυκείᾶς	γλυκειας	537	a-s---fg-	γλυκύς	γλυκυς	sweet
538	γλυκείας	γλυκειας	538	a-s---fg-	γλυκύς	γλυκυς	sweet
539	γλυκερᾶς	γλυκερας	539	a-s---fg-	γλυκύς	γλυκυς	sweet
540	γλυκερῆς	γλυκερης	540	a-s---fg-	γλυκύς	γλυκυς	sweet
541	γλυκυτάτης	γλυκυτατης	541	a-s---fg-	γλυκύς	γλυκυς	sweet
542	γλυκυτέρας	γλυκυτερας	542	a-s---fg-	γλυκύς	γλυκυς	sweet
543	γλύκεια	γλυκεια	543	a-s---fn-	γλυκύς	γλυκυς	sweet
544	γλυκέ’	γλυκε	544	a-s---fn-	γλυκύς	γλυκυς	sweet
545	γλυκέα	γλυκεα	545	a-s---fn-	γλυκύς	γλυκυς	sweet
546	γλυκείᾶ	γλυκεια	546	a-s---fn-	γλυκύς	γλυκυς	sweet
547	γλυκεῖ’	γλυκει	547	a-s---fn-	γλυκύς	γλυκυς	sweet
548	γλυκεῖα	γλυκεια	548	a-s---fn-	γλυκύς	γλυκυς	sweet
549	γλυκερά	γλυκερα	549	a-s---fn-	γλυκύς	γλυκυς	sweet
550	γλυκερή	γλυκερη	550	a-s---fn-	γλυκύς	γλυκυς	sweet
551	γλυκύτατα	γλυκυτατα	551	a-s---fn-	γλυκύς	γλυκυς	sweet
552	γλυκυτάτη	γλυκυτατη	552	a-s---fn-	γλυκύς	γλυκυς	sweet
553	γλυκυτέρα	γλυκυτερα	553	a-s---fn-	γλυκύς	γλυκυς	sweet
554	γλυκερώτερα	γλυκερωτερα	554	a-s---fnc	γλυκύς	γλυκυς	sweet
555	γλυκερωτέρα	γλυκερωτερα	555	a-s---fnc	γλυκύς	γλυκυς	sweet
556	γλυκίων	γλυκιων	556	a-s---fnc	γλυκύς	γλυκυς	sweet
557	γλύκεια	γλυκεια	557	a-s---fv-	γλυκύς	γλυκυς	sweet
558	γλυκέ’	γλυκε	558	a-s---fv-	γλυκύς	γλυκυς	sweet
559	γλυκέα	γλυκεα	559	a-s---fv-	γλυκύς	γλυκυς	sweet
560	γλυκείᾶ	γλυκεια	560	a-s---fv-	γλυκύς	γλυκυς	sweet
561	γλυκεῖ’	γλυκει	561	a-s---fv-	γλυκύς	γλυκυς	sweet
562	γλυκεῖα	γλυκεια	562	a-s---fv-	γλυκύς	γλυκυς	sweet
563	γλυκερά	γλυκερα	563	a-s---fv-	γλυκύς	γλυκυς	sweet
564	γλυκερή	γλυκερη	564	a-s---fv-	γλυκύς	γλυκυς	sweet
565	γλυκύτατα	γλυκυτατα	565	a-s---fv-	γλυκύς	γλυκυς	sweet
566	γλυκυτάτη	γλυκυτατη	566	a-s---fv-	γλυκύς	γλυκυς	sweet
567	γλυκυτέρα	γλυκυτερα	567	a-s---fv-	γλυκύς	γλυκυς	sweet
568	γλύκιον	γλυκιον	568	a-s---fvc	γλυκύς	γλυκυς	sweet
569	γλυκερώτερα	γλυκερωτερα	569	a-s---fvc	γλυκύς	γλυκυς	sweet
570	γλυκερωτέρα	γλυκερωτερα	570	a-s---fvc	γλυκύς	γλυκυς	sweet
571	γλύκιστον	γλυκιστον	571	a-s---ma-	γλυκύς	γλυκυς	sweet
572	γλυκερόν	γλυκερον	572	a-s---ma-	γλυκύς	γλυκυς	sweet
573	γλυκύν	γλυκυν	573	a-s---ma-	γλυκύς	γλυκυς	sweet
574	γλυκύτατον	γλυκυτατον	574	a-s---ma-	γλυκύς	γλυκυς	sweet
575	γλυκύτερον	γλυκυτερον	575	a-s---ma-	γλυκύς	γλυκυς	sweet
576	γλυκερώτερον	γλυκερωτερον	576	a-s---mac	γλυκύς	γλυκυς	sweet
577	γλυκίω	γλυκιω	577	a-s---mac	γλυκύς	γλυκυς	sweet
578	γλυκέ’	γλυκε	578	a-s---md-	γλυκύς	γλυκυς	sweet
579	γλυκεῖ	γλυκει	579	a-s---md-	γλυκύς	γλυκυς	sweet
580	γλυκερῶι	γλυκερωι	580	a-s---md-	γλυκύς	γλυκυς	sweet
581	γλυκερῷ	γλυκερω	581	a-s---md-	γλυκύς	γλυκυς	sweet
582	γλύκιος	γλυκιος	582	a-s---mg-	γλυκύς	γλυκυς	sweet
583	γλυκέος	γλυκεος	583	a-s---mg-	γλυκύς	γλυκυς	sweet
584	γλυκεροῖο	γλυκεροιο	584	a-s---mg-	γλυκύς	γλυκυς	sweet
585	γλυκεροῦ	γλυκερου	585	a-s---mg-	γλυκύς	γλυκυς	sweet
586	γλυκερῶ	γλυκερω	586	a-s---mg-	γλυκύς	γλυκυς	sweet
587	γλυκυτάτω	γλυκυτατω	587	a-s---mg-	γλυκύς	γλυκυς	sweet
588	γλῠ́κ-ιος	γλῠκ-ιος	588	a-s---mg-	γλυκύς	γλυκυς	sweet
589	γλῠ́κιος	γλῠκιος	589	a-s---mg-	γλυκύς	γλυκυς	sweet
590	γλύκιστος	γλυκιστος	590	a-s---mn-	γλυκύς	γλυκυς	sweet
591	γλυκερός	γλυκερος	591	a-s---mn-	γλυκύς	γλυκυς	sweet
592	γλυκύς	γλυκυς	592	a-s---mn-	γλυκύς	γλυκυς	sweet
593	γλυκύτατος	γλυκυτατος	593	a-s---mn-	γλυκύς	γλυκυς	sweet
594	γλυκύτερος	γλυκυτερος	594	a-s---mn-	γλυκύς	γλυκυς	sweet
595	γλῠκ-ερός	γλῠκ-ερος	595	a-s---mn-	γλυκύς	γλυκυς	sweet
596	γλῠκερός	γλῠκερος	596	a-s---mn-	γλυκύς	γλυκυς	sweet
597	γλῠκύς	γλῠκυς	597	a-s---mn-	γλυκύς	γλυκυς	sweet
598	γλυκερώτερος	γλυκερωτερος	598	a-s---mnc	γλυκύς	γλυκυς	sweet
599	γλυκίων	γλυκιων	599	a-s---mnc	γλυκύς	γλυκυς	sweet
600	γλυκύ	γλυκυ	600	a-s---mv-	γλυκύς	γλυκυς	sweet
601	γλυκύτατ’	γλυκυτατ	601	a-s---mv-	γλυκύς	γλυκυς	sweet
602	γλυκύτατε	γλυκυτατε	602	a-s---mv-	γλυκύς	γλυκυς	sweet
603	γλυκῠ́	γλυκῠ	603	a-s---mv-	γλυκύς	γλυκυς	sweet
604	γλύκιον	γλυκιον	604	a-s---mvc	γλυκύς	γλυκυς	sweet
605	γλύκιστον	γλυκιστον	605	a-s---na-	γλυκύς	γλυκυς	sweet
606	γλυκερόν	γλυκερον	606	a-s---na-	γλυκύς	γλυκυς	sweet
607	γλυκύ	γλυκυ	607	a-s---na-	γλυκύς	γλυκυς	sweet
608	γλυκύτατον	γλυκυτατον	608	a-s---na-	γλυκύς	γλυκυς	sweet
609	γλυκύτερον	γλυκυτερον	609	a-s---na-	γλυκύς	γλυκυς	sweet
610	γλυκῠ́	γλυκῠ	610	a-s---na-	γλυκύς	γλυκυς	sweet
611	γλύκιον	γλυκιον	611	a-s---nac	γλυκύς	γλυκυς	sweet
612	γλυκερώτερον	γλυκερωτερον	612	a-s---nac	γλυκύς	γλυκυς	sweet
613	γλυκέ’	γλυκε	613	a-s---nd-	γλυκύς	γλυκυς	sweet
614	γλυκεῖ	γλυκει	614	a-s---nd-	γλυκύς	γλυκυς	sweet
615	γλυκερῶι	γλυκερωι	615	a-s---nd-	γλυκύς	γλυκυς	sweet
616	γλυκερῷ	γλυκερω	616	a-s---nd-	γλυκύς	γλυκυς	sweet
617	γλύκιος	γλυκιος	617	a-s---ng-	γλυκύς	γλυκυς	sweet
618	γλυκέος	γλυκεος	618	a-s---ng-	γλυκύς	γλυκυς	sweet
619	γλυκεροῖο	γλυκεροιο	619	a-s---ng-	γλυκύς	γλυκυς	sweet
620	γλυκεροῦ	γλυκερου	620	a-s---ng-	γλυκύς	γλυκυς	sweet
621	γλυκερῶ	γλυκερω	621	a-s---ng-	γλυκύς	γλυκυς	sweet
622	γλυκυτάτω	γλυκυτατω	622	a-s---ng-	γλυκύς	γλυκυς	sweet
623	γλῠ́κ-ιος	γλῠκ-ιος	623	a-s---ng-	γλυκύς	γλυκυς	sweet
624	γλῠ́κιος	γλῠκιος	624	a-s---ng-	γλυκύς	γλυκυς	sweet
625	γλύκιστον	γλυκιστον	625	a-s---nn-	γλυκύς	γλυκυς	sweet
626	γλυκερόν	γλυκερον	626	a-s---nn-	γλυκύς	γλυκυς	sweet
627	γλυκύ	γλυκυ	627	a-s---nn-	γλυκύς	γλυκυς	sweet
628	γλυκύτατον	γλυκυτατον	628	a-s---nn-	γλυκύς	γλυκυς	sweet
629	γλυκύτερον	γλυκυτερον	629	a-s---nn-	γλυκύς	γλυκυς	sweet
630	γλυκῠ́	γλυκῠ	630	a-s---nn-	γλυκύς	γλυκυς	sweet
631	γλύκιον	γλυκιον	631	a-s---nnc	γλυκύς	γλυκυς	sweet
632	γλυκερώτερον	γλυκερωτερον	632	a-s---nnc	γλυκύς	γλυκυς	sweet
633	γλύκιστον	γλυκιστον	633	a-s---nv-	γλυκύς	γλυκυς	sweet
634	γλυκερόν	γλυκερον	634	a-s---nv-	γλυκύς	γλυκυς	sweet
635	γλυκύ	γλυκυ	635	a-s---nv-	γλυκύς	γλυκυς	sweet
636	γλυκύτατον	γλυκυτατον	636	a-s---nv-	γλυκύς	γλυκυς	sweet
637	γλυκύτερον	γλυκυτερον	637	a-s---nv-	γλυκύς	γλυκυς	sweet
638	γλυκῠ́	γλυκῠ	638	a-s---nv-	γλυκύς	γλυκυς	sweet
639	γλύκιον	γλυκιον	639	a-s---nvc	γλυκύς	γλυκυς	sweet
640	γλυκερώτερον	γλυκερωτερον	640	a-s---nvc	γλυκύς	γλυκυς	sweet
641	γλυκέως	γλυκεως	641	d--------	γλυκύς	γλυκυς	sweet
642	γλυκερώτερον	γλυκερωτερον	642	d-------c	γλυκύς	γλυκυς	sweet
643	γογγύλαις	γογγυλαις	643	a-p---fd-	γογγύλος	γογγυλος	round
644	γογγύλων	γογγυλων	644	a-p---fg-	γογγύλος	γογγυλος	round
645	γογγύλων	γογγυλων	645	a-p---mg-	γογγύλος	γογγυλος	round
646	γογγύλων	γογγυλων	646	a-p---ng-	γογγύλος	γογγυλος	round
647	γογγύλην	γογγυλην	647	a-s---fa-	γογγύλος	γογγυλος	round
648	γογγύλη	γογγυλη	648	a-s---fn-	γογγύλος	γογγυλος	round
649	γογγύλη	γογγυλη	649	a-s---fv-	γογγύλος	γογγυλος	round
650	γόγγυλον	γογγυλον	650	a-s---ma-	γογγύλος	γογγυλος	round
651	γογγύλον	γογγυλον	651	a-s---ma-	γογγύλος	γογγυλος	round
652	γογγύλῳ	γογγυλω	652	a-s---md-	γογγύλος	γογγυλος	round
653	γογγύλου	γογγυλου	653	a-s---mg-	γογγύλος	γογγυλος	round
654	γόγγυλος	γογγυλος	654	a-s---mn-	γογγύλος	γογγυλος	round
655	γόγγῠλος	γογγῠλος	655	a-s---mn-	γογγύλος	γογγυλος	round
656	γογγύλος	γογγυλος	656	a-s---mn-	γογγύλος	γογγυλος	round
657	γόγγυλον	γογγυλον	657	a-s---na-	γογγύλος	γογγυλος	round
658	γογγύλον	γογγυλον	658	a-s---na-	γογγύλος	γογγυλος	round
659	γογγύλῳ	γογγυλω	659	a-s---nd-	γογγύλος	γογγυλος	round
660	γογγύλου	γογγυλου	660	a-s---ng-	γογγύλος	γογγυλος	round
661	γόγγυλον	γογγυλον	661	a-s---nn-	γογγύλος	γογγυλος	round
662	γογγύλον	γογγυλον	662	a-s---nn-	γογγύλος	γογγυλος	round
663	γόγγυλον	γογγυλον	663	a-s---nv-	γογγύλος	γογγυλος	round
664	γογγύλον	γογγυλον	664	a-s---nv-	γογγύλος	γογγυλος	round
665	δαιτρόν	δαιτρον	665	n-s---ma-	δαιτρός	δαιτρος	one that carves
666	δαιτρός	δαιτρος	666	n-s---mn-	δαιτρός	δαιτρος	one that carves
667	δεξιοβόλους	δεξιοβολους	667	n-p---ma-	δεξιολάβος	δεξιολαβος	a spearman
668	δεξιολάβους	δεξιολαβους	668	n-p---ma-	δεξιολάβος	δεξιολαβος	a spearman
669	δεξιοβόλοι	δεξιοβολοι	669	n-p---mn-	δεξιολάβος	δεξιολαβος	a spearman
670	δεξιοβόλοι	δεξιοβολοι	670	n-p---mv-	δεξιολάβος	δεξιολαβος	a spearman
671	δεξιο-βόλος	δεξιο-βολος	671	n-s---mn-	δεξιολάβος	δεξιολαβος	a spearman
672	δεξιο-λάβος	δεξιο-λαβος	672	n-s---mn-	δεξιολάβος	δεξιολαβος	a spearman
673	δεξιοβόλος	δεξιοβολος	673	n-s---mn-	δεξιολάβος	δεξιολαβος	a spearman
674	δεξιολάβος	δεξιολαβος	674	n-s---mn-	δεξιολάβος	δεξιολαβος	a spearman
675	διακελευσμῷ	διακελευσμω	675	n-s---md-	διακελευσμός	διακελευσμος	an exhortation, cheering on
676	διακελ-ευσμός	διακελ-ευσμος	676	n-s---mn-	διακελευσμός	διακελευσμος	an exhortation, cheering on
677	διακελευσμός	διακελευσμος	677	n-s---mn-	διακελευσμός	διακελευσμος	an exhortation, cheering on
678	συνδιαλυμηνάμενα	συνδιαλυμηναμενα	678	t-da-mfa-	διαλυμαίνομαι	διαλυμαινομαι	to maltreat shamefully, undo utterly
679	συνδιαλυμηνάμενα	συνδιαλυμηναμενα	679	t-da-mfn-	διαλυμαίνομαι	διαλυμαινομαι	to maltreat shamefully, undo utterly
680	συνδιαλυμηνάμενα	συνδιαλυμηναμενα	680	t-da-mfv-	διαλυμαίνομαι	διαλυμαινομαι	to maltreat shamefully, undo utterly
681	διαλυμηνάμενοι	διαλυμηναμενοι	681	t-pa-mmn-	διαλυμαίνομαι	διαλυμαινομαι	to maltreat shamefully, undo utterly
682	διαλυμηνάμενοι	διαλυμηναμενοι	682	t-pa-mmv-	διαλυμαίνομαι	διαλυμαινομαι	to maltreat shamefully, undo utterly
683	συνδιαλυμηνάμενα	συνδιαλυμηναμενα	683	t-pa-mna-	διαλυμαίνομαι	διαλυμαινομαι	to maltreat shamefully, undo utterly
684	συνδιαλυμηνάμενα	συνδιαλυμηναμενα	684	t-pa-mnn-	διαλυμαίνομαι	διαλυμαινομαι	to maltreat shamefully, undo utterly
685	συνδιαλυμηνάμενα	συνδιαλυμηναμενα	685	t-pa-mnv-	διαλυμαίνομαι	διαλυμαινομαι	to maltreat shamefully, undo utterly
686	διαλυμαινόμενοι	διαλυμαινομενοι	686	t-pp-emn-	διαλυμαίνομαι	διαλυμαινομαι	to maltreat shamefully, undo utterly
687	διαλυμαινόμενοι	διαλυμαινομενοι	687	t-pp-emv-	διαλυμαίνομαι	διαλυμαινομαι	to maltreat shamefully, undo utterly
688	συνδιαλυμηνάμενα	συνδιαλυμηναμενα	688	t-sa-mfn-	διαλυμαίνομαι	διαλυμαινομαι	to maltreat shamefully, undo utterly
689	συνδιαλυμηνάμενα	συνδιαλυμηναμενα	689	t-sa-mfv-	διαλυμαίνομαι	διαλυμαινομαι	to maltreat shamefully, undo utterly
690	διαλυμανθείς	διαλυμανθεις	690	t-sa-pmn-	διαλυμαίνομαι	διαλυμαινομαι	to maltreat shamefully, undo utterly
691	διαλυμανθείς	διαλυμανθεις	691	t-sa-pmv-	διαλυμαίνομαι	διαλυμαινομαι	to maltreat shamefully, undo utterly
692	διαλελυμασμένην	διαλελυμασμενην	692	t-sr-efa-	διαλυμαίνομαι	διαλυμαινομαι	to maltreat shamefully, undo utterly
693	διαλελυμασμένος	διαλελυμασμενος	693	t-sr-emn-	διαλυμαίνομαι	διαλυμαινομαι	to maltreat shamefully, undo utterly
694	διαλυμαίνεσθαι	διαλυμαινεσθαι	694	v--pne---	διαλυμαίνομαι	διαλυμαινομαι	to maltreat shamefully, undo utterly
695	διελυμηνάμην	διελυμηναμην	695	v1saim---	διαλυμαίνομαι	διαλυμαινομαι	to maltreat shamefully, undo utterly
696	διελυμάνθην	διελυμανθην	696	v1saip---	διαλυμαίνομαι	διαλυμαινομαι	to maltreat shamefully, undo utterly
697	διαλυμαίνομαι	διαλυμαινομαι	697	v1spie---	διαλυμαίνομαι	διαλυμαινομαι	to maltreat shamefully, undo utterly
698	διαλῡμαίνομαι	διαλῡμαινομαι	698	v1spie---	διαλυμαίνομαι	διαλυμαινομαι	to maltreat shamefully, undo utterly
699	συνδια-λῡμαίνομαι	συνδια-λῡμαινομαι	699	v1spie---	διαλυμαίνομαι	διαλυμαινομαι	to maltreat shamefully, undo utterly
700	συνδιαλυμαίνομαι	συνδιαλυμαινομαι	700	v1spie---	διαλυμαίνομαι	διαλυμαινομαι	to maltreat shamefully, undo utterly
701	συνδιαλῡμαίνομαι	συνδιαλῡμαινομαι	701	v1spie---	διαλυμαίνομαι	διαλυμαινομαι	to maltreat shamefully, undo utterly
702	διελυμήνω	διελυμηνω	702	v2saim---	διαλυμαίνομαι	διαλυμαινομαι	to maltreat shamefully, undo utterly
703	διελυμήναντο	διελυμηναντο	703	v3paim---	διαλυμαίνομαι	διαλυμαινομαι	to maltreat shamefully, undo utterly
704	διελυμάνθην	διελυμανθην	704	v3paip---	διαλυμαίνομαι	διαλυμαινομαι	to maltreat shamefully, undo utterly
705	διελυμήνατο	διελυμηνατο	705	v3saim---	διαλυμαίνομαι	διαλυμαινομαι	to maltreat shamefully, undo utterly
706	διελυμάνθη	διελυμανθη	706	v3saip---	διαλυμαίνομαι	διαλυμαινομαι	to maltreat shamefully, undo utterly
707	διελυμαίνετο	διελυμαινετο	707	v3siie---	διαλυμαίνομαι	διαλυμαινομαι	to maltreat shamefully, undo utterly
708	διαλυμαίνεται	διαλυμαινεται	708	v3spie---	διαλυμαίνομαι	διαλυμαινομαι	to maltreat shamefully, undo utterly
709	διανέμουσα	διανεμουσα	709	t-dp-afa-	διανεμόομαι	διανεμοομαι	to flutter in the wind
710	διανέμουσα	διανεμουσα	710	t-dp-afn-	διανεμόομαι	διανεμοομαι	to flutter in the wind
711	διανέμουσα	διανεμουσα	711	t-dp-afv-	διανεμόομαι	διανεμοομαι	to flutter in the wind
712	διανέμουσι	διανεμουσι	712	t-pp-amd-	διανεμόομαι	διανεμοομαι	to flutter in the wind
713	διανέμουσιν	διανεμουσιν	713	t-pp-amd-	διανεμόομαι	διανεμοομαι	to flutter in the wind
714	διανέμουσι	διανεμουσι	714	t-pp-and-	διανεμόομαι	διανεμοομαι	to flutter in the wind
715	διανέμουσιν	διανεμουσιν	715	t-pp-and-	διανεμόομαι	διανεμοομαι	to flutter in the wind
716	διανέμουσαν	διανεμουσαν	716	t-sp-afa-	διανεμόομαι	διανεμοομαι	to flutter in the wind
717	διανέμουσα	διανεμουσα	717	t-sp-afn-	διανεμόομαι	διανεμοομαι	to flutter in the wind
718	διανέμουσα	διανεμουσα	718	t-sp-afv-	διανεμόομαι	διανεμοομαι	to flutter in the wind
719	διανέμων	διανεμων	719	t-sp-amn-	διανεμόομαι	διανεμοομαι	to flutter in the wind
720	διανέμων	διανεμων	720	t-sp-amv-	διανεμόομαι	διανεμοομαι	to flutter in the wind
721	διανέμων	διανεμων	721	t-sp-ana-	διανεμόομαι	διανεμοομαι	to flutter in the wind
722	διανέμων	διανεμων	722	t-sp-ann-	διανεμόομαι	διανεμοομαι	to flutter in the wind
723	διανέμων	διανεμων	723	t-sp-anv-	διανεμόομαι	διανεμοομαι	to flutter in the wind
724	διανέμων	διανεμων	724	v--pna---	διανεμόομαι	διανεμοομαι	to flutter in the wind
725	διανέμοιμεν	διανεμοιμεν	725	v1ppoa---	διανεμόομαι	διανεμοομαι	to flutter in the wind
726	διανέμων	διανεμων	726	v1siia---	διανεμόομαι	διανεμοομαι	to flutter in the wind
727	διανέμω	διανεμω	727	v1spia---	διανεμόομαι	διανεμοομαι	to flutter in the wind
728	διανεμῶ	διανεμω	728	v1spia---	διανεμόομαι	διανεμοομαι	to flutter in the wind
729	ἐπιδια-νέμω	επιδια-νεμω	729	v1spia---	διανεμόομαι	διανεμοομαι	to flutter in the wind
730	ἐπιδιανέμω	επιδιανεμω	730	v1spia---	διανεμόομαι	διανεμοομαι	to flutter in the wind
731	συνδια-νέμω	συνδια-νεμω	731	v1spia---	διανεμόομαι	διανεμοομαι	to flutter in the wind
732	συνδιανέμω	συνδιανεμω	732	v1spia---	διανεμόομαι	διανεμοομαι	to flutter in the wind
733	διανεμόομαι	διανεμοομαι	733	v1spie---	διανεμόομαι	διανεμοομαι	to flutter in the wind
734	διᾰνεμόομαι	διᾰνεμοομαι	734	v1spie---	διανεμόομαι	διανεμοομαι	to flutter in the wind
735	διανέμω	διανεμω	735	v1spsa---	διανεμόομαι	διανεμοομαι	to flutter in the wind
736	διανεμῶ	διανεμω	736	v1spsa---	διανεμόομαι	διανεμοομαι	to flutter in the wind
737	ἐπιδια-νέμω	επιδια-νεμω	737	v1spsa---	διανεμόομαι	διανεμοομαι	to flutter in the wind
738	ἐπιδιανέμω	επιδιανεμω	738	v1spsa---	διανεμόομαι	διανεμοομαι	to flutter in the wind
739	συνδια-νέμω	συνδια-νεμω	739	v1spsa---	διανεμόομαι	διανεμοομαι	to flutter in the wind
740	συνδιανέμω	συνδιανεμω	740	v1spsa---	διανεμόομαι	διανεμοομαι	to flutter in the wind
741	διανέμω	διανεμω	741	v2spma---	διανεμόομαι	διανεμοομαι	to flutter in the wind
742	διανεμῶ	διανεμω	742	v2spma---	διανεμόομαι	διανεμοομαι	to flutter in the wind
743	ἐπιδια-νέμω	επιδια-νεμω	743	v2spma---	διανεμόομαι	διανεμοομαι	to flutter in the wind
744	ἐπιδιανέμω	επιδιανεμω	744	v2spma---	διανεμόομαι	διανεμοομαι	to flutter in the wind
745	συνδια-νέμω	συνδια-νεμω	745	v2spma---	διανεμόομαι	διανεμοομαι	to flutter in the wind
746	συνδιανέμω	συνδιανεμω	746	v2spma---	διανεμόομαι	διανεμοομαι	to flutter in the wind
747	διανέμωσι	διανεμωσι	747	v2spse---	διανεμόομαι	διανεμοομαι	to flutter in the wind
748	διανέμων	διανεμων	748	v3piia---	διανεμόομαι	διανεμοομαι	to flutter in the wind
749	διανέμουσι	διανεμουσι	749	v3ppia---	διανεμόομαι	διανεμοομαι	to flutter in the wind
750	διανέμουσιν	διανεμουσιν	750	v3ppia---	διανεμόομαι	διανεμοομαι	to flutter in the wind
751	διανέμωνται	διανεμωνται	751	v3ppie---	διανεμόομαι	διανεμοομαι	to flutter in the wind
752	διανεμοῦνται	διανεμουνται	752	v3ppie---	διανεμόομαι	διανεμοομαι	to flutter in the wind
753	διανέμωσι	διανεμωσι	753	v3ppsa---	διανεμόομαι	διανεμοομαι	to flutter in the wind
754	διανέμωνται	διανεμωνται	754	v3ppse---	διανεμόομαι	διανεμοομαι	to flutter in the wind
755	διανέμωνται	διανεμωνται	755	v3prie---	διανεμόομαι	διανεμοομαι	to flutter in the wind
756	διανέμω	διανεμω	756	v3siia---	διανεμόομαι	διανεμοομαι	to flutter in the wind
757	διανεμῶ	διανεμω	757	v3siia---	διανεμόομαι	διανεμοομαι	to flutter in the wind
758	ἐπιδια-νέμω	επιδια-νεμω	758	v3siia---	διανεμόομαι	διανεμοομαι	to flutter in the wind
759	ἐπιδιανέμω	επιδιανεμω	759	v3siia---	διανεμόομαι	διανεμοομαι	to flutter in the wind
760	συνδια-νέμω	συνδια-νεμω	760	v3siia---	διανεμόομαι	διανεμοομαι	to flutter in the wind
761	συνδιανέμω	συνδιανεμω	761	v3siia---	διανεμόομαι	διανεμοομαι	to flutter in the wind
762	διανέμωσι	διανεμωσι	762	v3spsa---	διανεμόομαι	διανεμοομαι	to flutter in the wind
763	διαχώρ-ισμα	διαχωρ-ισμα	763	n-s---na-	διαχώρισμα	διαχωρισμα	a cleft, division
764	διαχώρισμα	διαχωρισμα	764	n-s---na-	διαχώρισμα	διαχωρισμα	a cleft, division
765	διαχώρ-ισμα	διαχωρ-ισμα	765	n-s---nn-	διαχώρισμα	διαχωρισμα	a cleft, division
766	διαχώρισμα	διαχωρισμα	766	n-s---nn-	διαχώρισμα	διαχωρισμα	a cleft, division
