,sequence,translation,sentiment,score
1890,βομβαυλιος,a bagpiper,Fear,0.8637517094612122
1891,βομβητης,"a hummer, buzzer",Fear,0.4431383013725281
1892,βομβος,"a booming, humming",Fear,0.4154348373413086
1893,βομβῠλιος,an insect that hums,Disgust,0.6278320550918579
1894,βοοσφᾰγια,slaughter of oxen,Disgust,0.9212477803230286
1895,βορα,"eatage, meat",Fear,0.6787588596343994
1896,βορβοροκοιτης,mudcoucher,Disgust,0.9834699034690857
1897,βορβορος,"mud, mire",Disgust,0.9471765756607056
1898,βορβοροταραξις,"a mud-stirrer, mudlark",Disgust,0.9621915221214294
1899,βορης,wind from the mountains,Fear,0.6841854453086853
1900,βορηιας,"a Boread, daughter of Boreas",Disgust,0.6148424744606018
1901,βορυες,,Disgust,0.8588114976882935
1902,βορυσθενειτης,an inhabitant of the banks of the Borysthenes,Fear,0.9155437350273132
1903,βορυσθενης,the Borysthenes,Fear,0.5767093896865845
1904,βοσις,food,Joy,0.9085318446159363
1905,βοσκημα,that which is fed,Fear,0.41718408465385437
1906,βοσκη,"fodder, food",Joy,0.38540321588516235
1907,βοσκος,a herdsman,Disgust,0.3909451365470886
1908,βοσπορος,ox-ford,Fear,0.638308048248291
1909,βοτρῠχος,a curl,Disgust,0.5630267858505249
1910,βοταμια,"pastures, meadows",Disgust,0.8704767823219299
1911,βοτᾰνα,"grass, fodder",Joy,0.9372267723083496
1912,βοτηρ,"a herdsman, herd",Fear,0.8484671711921692
1913,βοτον,a beast,Fear,0.8986933827400208
1914,βοτρῠοπαις,"grape-born, child of the grape",Disgust,0.881693959236145
1915,βοτρῠοχαιτης,with clustering hair,Disgust,0.5959359407424927
1916,βοτρῠς,a cluster,Disgust,0.8860800266265869
1917,βουβᾰλις,antelope,Disgust,0.9522134065628052
1918,βουβρωστις,eating enormously,Fear,0.7698003649711609
1919,βουβων,the groin,Disgust,0.9484632015228271
1920,βουγαιος,a great bully,Disgust,0.7715301513671875
1921,βουθοινης,beef-eater,Trust,0.2984859347343445
1922,βουθῠσια,a sacrifice of oxen,Disgust,0.7728822231292725
1923,βωκος,cowherd,Fear,0.5783198475837708
1924,βουκεφαλα,,Fear,0.889022171497345
1925,βουκολημα,a beguilement,Disgust,0.5151047110557556
1926,βουκολια,a herd of cattle,Fear,0.6207112073898315
1927,βωκολιαστης,a pastoral poet,Disgust,0.42359432578086853
1928,βουκολιον,a herd of cattle,Disgust,0.48105907440185547
1929,βωκολος,"a cowherd, herdsman",Disgust,0.8770259022712708
1930,βωκος,,Fear,0.5783198475837708
1931,βουλαρχος,chief of the senate,Trust,0.8432025909423828
1932,βουλευμ,"a deliberate resolution, purpose, design, plan",Disgust,0.49663928151130676
1933,βουλευσις,deliberation,Trust,0.2760676145553589
1934,βουλευτηριον,"a council-chamber, senate-house",Joy,0.825895369052887
1935,βουλευτης,"a councillor, senator",Joy,0.507038950920105
1936,βωλᾱ,"will, determination",Disgust,0.47162431478500366
1937,βουλησις,a willing,Fear,0.589076042175293
1938,βουλῑμια,ravenous hunger,Disgust,0.9689745306968689
1939,βουλῡτος,"the time for unyoking oxen, evening",Disgust,0.8032606244087219
1940,βουμολγος,cow-milking,Fear,0.5588931441307068
1941,βουνιτα,a dweller on the hills,Disgust,0.692994236946106
1942,βουνος,"a hill, mound",Fear,0.57094806432724
1943,βουπαις,a big boy,Disgust,0.930952250957489
1944,βουπᾰλις,wrestling like a bull,Disgust,0.7710900902748108
1945,βουπλαστης,cow-modeller,Disgust,0.9037878513336182
1946,βουπληξ,an ox-goad,Disgust,0.6012284755706787
1947,βουποιμην,a herdsman,Disgust,0.7354795336723328
1948,βους,cow,Disgust,0.8144996762275696
1949,βουστᾰσις,an ox-stall,Disgust,0.6230484247207642
1950,βωτα,a herdsman,Disgust,0.6646555066108704
1951,βουτομον,"butomus, the flowering rush",Trust,0.40915337204933167
1952,βουφονια,sc,Fear,0.4373399019241333
1953,βουφορβια,a herd of oxen,Fear,0.4539567530155182
1954,βοωνα,an officer who bought oxen for the sacrifices,Joy,0.5698855519294739
1955,βοωπις,ox-eyed,Disgust,0.6726926565170288
1956,βοωτης,a ploughman,Joy,0.8826965689659119
1957,βρᾰβεια,"arbitration, judgment",Joy,0.9524390697479248
1958,βρᾰβειον,a prize in the games,Joy,0.9763058423995972
1959,βρᾰβευς,the judge who assigned the prizes at the games,Trust,0.460251122713089
1960,βραβῠλον,a wild plum,Disgust,0.8530413508415222
1961,βραβῠλος,,Disgust,0.908315122127533
1962,βραγχος,hoarseness,Fear,0.5023010969161987
1963,βραδος,,Joy,0.6349997520446777
1964,βρᾰδῠπους,"slow of foot, slow",Disgust,0.9125243425369263
1965,βρᾰδυτης,slowness,Disgust,0.6989548802375793
1966,βρακος,a rich woman's-garment,Fear,0.5990575551986694
1967,βραχε,shallows,Fear,0.7572346329689026
1968,βρᾰχῑονιστηρ,an armlet,Fear,0.4830278754234314
1969,βρᾰχιων,the arm,Disgust,0.5657305717468262
1970,βρᾰχῠλογια,brevity in speech,Anger,0.5173875093460083
1971,βρᾰχυτης,shortness,Disgust,0.617188572883606
1972,βρεγμα,the front part of the head,Disgust,0.4365297555923462
1973,βρεξις,a wetting,Disgust,0.5642013549804688
1974,βρετας,a wooden image of a god,Joy,0.7004247307777405
1975,βρεφος,the babe in the womb,Joy,0.7253015041351318
1976,βρεχμος,the top of the head,Fear,0.7847835421562195
1977,βρῐαρεως,Aegaeon,Joy,0.6886346936225891
1978,βριθος,weight,Disgust,0.7754546403884888
1979,βρῑθοσυνη,"weight, heaviness",Disgust,0.9631912708282471
1980,βρῑμη,"strength, bulk",Disgust,0.5388995409011841
1981,βρογχος,,Fear,0.5433672070503235
1982,βρομιος,Bacchic,Disgust,0.6723827123641968
1983,βρομος,crackling,Fear,0.49930086731910706
1984,βροντημα,a thunder-clap,Fear,0.8808273077011108
1985,βροντη,thunder,Fear,0.889482319355011
1986,βροντης,thunderer,Fear,0.6003134846687317
1987,βροτος,"blood that has run from a wound, gore",Fear,0.49434781074523926
1988,βροτος,a mortal man,Fear,0.49434781074523926
1989,βροχετος,"a wetting, rain",Fear,0.678762674331665
1990,βροχη,rain,Fear,0.8601904511451721
1991,βροχθος,the throat,Fear,0.5918106436729431
1992,βροχις,an ink-horn,Fear,0.913330078125
1993,βροχος,a noose,Fear,0.9432768225669861
1994,βρυον,a kind of mossy sea-weed,Fear,0.8143008351325989
1995,βρῡχημα,"bellowing, roaring",Disgust,0.7692841291427612
1996,βρῡχητης,"a bellower, roarer",Disgust,0.806789755821228
1997,βρωμα,"that which is eaten, food, meat",Disgust,0.5764508247375488
1998,βρωμᾰτομιξᾰπατη,the false pleasure of eating made dishes,Disgust,0.978071928024292
1999,βρωμα,food,Disgust,0.5764508247375488
2000,βρωτυς,meat,Disgust,0.9754766821861267
2001,βρωτηρ,eating,Joy,0.42558836936950684
2002,βυβλαριον,,Disgust,0.9474244713783264
2003,βυβλος,the Egyptian papyrus,Disgust,0.84401535987854
2004,βῠθιτις,,Disgust,0.9711934924125671
2005,βῠθος,the depth,Disgust,0.8571167588233948
2006,βυκτα,"swelling, blustering",Disgust,0.8036757707595825
2007,βυρσαιετος,leather-eagle,Disgust,0.9409942626953125
2008,βυρσα,"the skin stripped off, a hide",Fear,0.7200915813446045
2009,βυρσευς,a tanner,Disgust,0.5778617262840271
2010,βυρσινη,a leathern thong,Disgust,0.8809386491775513
2011,βυρσοδεψης,a tanner,Disgust,0.8408682942390442
2012,βυρσοπαφλᾰγων,leather-Paphlagonian,Disgust,0.95460045337677
2013,βυρσοπωλης,a leather-seller,Disgust,0.9732598066329956
2014,βυσσομετρης,measuring the deeps,Disgust,0.9802071452140808
2015,βυσσος,"the depth of the sea, the bottom",Disgust,0.8500610589981079
2016,βυσσος,butz,Disgust,0.8500610589981079
2017,βυσσωμα,"nets, which stopped the passage",Disgust,0.8455902338027954
2018,βωλᾰξ,,Disgust,0.7765184640884399
2019,βωλιον,,Disgust,0.9030295610427856
2020,βωλος,"a lump of earth, a clod",Disgust,0.28471270203590393
2021,βωμις,a step,Disgust,0.928749144077301
2022,βωμολοχευμα,a piece of low flattery,Disgust,0.9649820327758789
2023,βωμολοχια,"buffoonery, ribaldry",Disgust,0.5211871862411499
2024,βωμολοχος,"one that lurked about the altars for the scraps that could be got there, a half-starved beggar",Joy,0.8394384384155273
2025,βωμος,"any raised platform, a stand",Joy,0.9545425772666931
2026,βωτῐανειρα,"man-feeding, nurse of heroes",Joy,0.7748459577560425
2027,βωτωρ,,Fear,0.36814945936203003
2028,γαγγᾰμον,a small round net,Disgust,0.5821714401245117
2029,γηδειρα,,Joy,0.39035874605178833
2030,γαζα,,Joy,0.9801390171051025
2031,γᾱζοφῠλακιον,a treasury,Fear,0.6351244449615479
2032,γᾱζοφυλαξ,a treasurer,Fear,0.8816635608673096
2033,γαι,"a land, country",Joy,0.9218407273292542
2034,γεηοχος,earth-upholding,Fear,0.5199800729751587
2035,γᾰλακτοποτης,a milk-drinker,Trust,0.8353390097618103
2036,γαλ,milk,Trust,0.3665246367454529
2037,γαλ,"a weasel, marten-cat",Trust,0.3665246367454529
2038,γᾰλεωτης,a spotted lizard,Disgust,0.543297290802002
2039,γᾰληνη,"stillness of the sea, calm",Joy,0.6486051082611084
2040,γαλως,a husband's sister,Fear,0.6050772666931152
2041,γαμβρος,any one connected by marriage,Joy,0.5956698656082153
2042,γᾰμετη,"a married woman, wife",Trust,0.5219727158546448
2043,γαμετα,"a husband, spouse",Trust,0.55649733543396
2044,γᾰμετις,a wife,Trust,0.3819233775138855
2045,γαμηλευμ,,Joy,0.7514883279800415
2046,γαμηλιων,the seventh month of the Attic year,Joy,0.8661236763000488
2047,γᾰμος,"a wedding, wedding-feast",Joy,0.6397020220756531
2048,γαμφηλαι,the jaws,Joy,0.8907577991485596
2049,γαμψωνυξ,with crooked talons,Disgust,0.6628669500350952
2050,γανος,"brightness, sheen: gladness, joy, pride",Joy,0.41726237535476685
2051,γαργᾰρα,"heaps, lots, plenty",Fear,0.5763841867446899
2052,γαστηρ,"the paunch, belly",Fear,0.9040670990943909
2053,γαστρη,the lower part,Surprise,0.6539599299430847
2054,γαστριδιον,,Disgust,0.9691085815429688
2055,γαστρῐμαργια,gluttony,Disgust,0.9638174176216125
2056,γαστρις,a glutton,Disgust,0.9094321727752686
2057,γαστρων,"""fat-guts",Disgust,0.5792238116264343
2058,γαυλος,a milk-pail,Disgust,0.869441568851471
2059,γαυλος,a round-built Phoenician merchant vessel,Disgust,0.869441568851471
2060,γαυριᾱμα,"arrogance, exultation",Disgust,0.4453982710838318
2061,γαυροτης,"exultation, ferocity",Joy,0.7964144349098206
2062,γαυρωμ,a subject for boasting,Fear,0.6455560922622681
2063,γαυσαπης,rough cloth,Trust,0.44540849328041077
2064,γεεννα,ge-hinnom,Sadness,0.5053109526634216
2065,γειᾰροτης,a plougher of earth,Fear,0.7022167444229126
2066,γεισον,"the projecting part of the roof, the eaves, cornice, coping",Disgust,0.3828467130661011
2067,γειτνιᾱσις,neighbourhood: the neighbours,Sadness,0.4013304114341736
2068,γειτονημα,neighbourhood: a neighbouring place,Disgust,0.7234959006309509
2069,γειτονια,neighbourhood,Joy,0.9476226568222046
2070,γειτων,"one of the same land, a neighbour",Disgust,0.8635601997375488
2071,γελᾰσμα,a laugh,Disgust,0.6944209337234497
2072,γελαστα,"a laugher, sneerer",Disgust,0.5850222110748291
2073,γελγις,a clove of garlic,Disgust,0.960520327091217
2074,γελεων,,Disgust,0.957098662853241
2075,γελοωμῐλια,fellowship in laughing,Disgust,0.9829385280609131
2076,γελως,laughter,Disgust,0.87245112657547
2077,γελωτοποιια,buffoonery,Disgust,0.9776294231414795
2078,γεμος,"a load, freight",Surprise,0.8172340393066406
2079,γενεᾱλογια,the making a pedigree,Disgust,0.3967714309692383
2080,γενεᾱλογος,a genealogist,Joy,0.39657899737358093
2081,γενεη,"race, stock, family",Sadness,0.8101319670677185
2082,γενεθλη,"race, tock, family",Trust,0.9220531582832336
2083,γενεθλον,"race, descent",Joy,0.5647807121276855
2084,γενειας,a beard,Disgust,0.6666721701622009
2085,γενειητης,bearded,Joy,0.3591199517250061
2086,γενειον,"the part covered by the beard, the chin",Joy,0.4437423646450043
2087,γενεσις,"an origin, source, productive cause",Joy,0.5042207837104797
2088,γενετη,the hour of birth,Joy,0.4881131947040558
2089,γενετ,"the begetter, father, ancestor",Fear,0.5559409260749817
2090,γενετυλλις,goddess of one's birth-hour,Disgust,0.9602233171463013
2091,γενης,"a pickaxe, mattock",Fear,0.29640668630599976
2092,γενναδα,noble,Joy,0.4670056700706482
2093,γενναιοτης,"nobleness of character, nobility",Joy,0.7222286462783813
2094,γεννα,"descent, birth",Disgust,0.26194289326667786
2095,γεννημ,that which is produced,Fear,0.4525262713432312
2096,γεννησις,"an engendering, producing",Joy,0.30386731028556824
2097,γεννητα,a parent,Sadness,0.7271546721458435
2098,γενος,"race, stock, family",Sadness,0.5545310974121094
2099,γενῠς,the under jaw,Surprise,0.3252430856227875
2100,γερᾰνος,a crane,Disgust,0.7278662919998169
2101,γερᾰς,a gift of honour,Joy,0.3586388826370239
2102,γεροντιον,a little old man,Disgust,0.39994290471076965
2103,γεροντοδῐδασκᾰλος,an old man's master,Disgust,0.5057099461555481
2104,γερουσια,"a Council of Elders, Senate",Joy,0.47428083419799805
2105,γερρον,anything made of wicker-work,Fear,0.5093903541564941
2106,γερροφοροι,a kind of troops that used wicker shields,Joy,0.4024234116077423
2107,γερων,an old man,Fear,0.6106120347976685
2108,γευμ,"a taste, smack",Disgust,0.8570763468742371
2109,γεφυρ,"a dyke, dam",Fear,0.7881041169166565
2110,γεφῡριστης,a reviler,Surprise,0.4204300045967102
2111,γεφῡροποιος,bridge-maker,Surprise,0.6874858140945435
2112,γεωγρᾰφια,geography,Fear,0.5333186984062195
2113,γεωγραφος,a geographer,Disgust,0.39316368103027344
2114,γεωλοφια,a hill of earth,Disgust,0.8514353036880493
2115,γεωμετρᾰ,"a land-measurer, geometer",Disgust,0.8462831974029541
2116,γεωμετριη,geometry,Fear,0.6191808581352234
2117,γεωμορια,a portion of land,Disgust,0.9592028856277466
2118,γεωπεινης,poor in land,Fear,0.849570631980896
2119,γεωπονος,a husbandman,Disgust,0.38811638951301575
2120,γεωργιᾱ,"tillage, agriculture, farming",Trust,0.5777133107185364
2121,γηδιον,a piece of land,Joy,0.5678490996360779
2122,γηθος,"joy, delight",Sadness,0.6360358595848083
2123,γηιος,of earth,Disgust,0.49650460481643677
2124,γητης,a husbandman,Sadness,0.3036766052246094
2125,γηλοφος,a hill,Disgust,0.8994771838188171
2126,γημορος,"one who has a share of land, a landowner",Disgust,0.3532125651836395
2127,γη,earth,Joy,0.5293734073638916
2128,γηπεδον,a plot of ground,Joy,0.898266077041626
2129,γηρας,old age,Disgust,0.7728279232978821
2130,γηροκομια,care of the aged,Fear,0.7574472427368164
2131,γηρυγονη,born of sound,Disgust,0.509453535079956
2132,γηρῡμα,"a voice, sound, tone",Fear,0.9193785190582275
2133,γηρῠων,Geryon,Fear,0.6978361010551453
2134,γηρυς,"voice, speech",Disgust,0.6932553648948669
2135,γηθυον,a leek,Fear,0.42758435010910034
2136,γῐγαντολετωρ,giant-killer,Disgust,0.8276171088218689
2137,γιγαρτον,a grape-stone,Disgust,0.9453370571136475
2138,γιγᾱς,the Giants,Disgust,0.8917235136032104
2139,γιγγλυμος,a hinge joint: a joint in a coat of mail,Disgust,0.6082546710968018
2140,γλᾰγοπηξ,curdling milk,Fear,0.6354103088378906
2141,γλᾰγος,milk,Fear,0.40041807293891907
2142,γλᾰμων,blear-eyed,Joy,0.7334050536155701
2143,γλαυκωψ,"with gleaming eyes, brighteyed",Fear,0.36225104331970215
2144,γλαυξ,the owl,Joy,0.7827689051628113
2145,γλᾰφῠρια,"smoothness, polish",Joy,0.8198854327201843
2146,γλευκοποτης,drinker of new wine,Disgust,0.9842975735664368
2147,γλευκος,,Disgust,0.9788004755973816
2148,γληνη,the pupil,Sadness,0.3728964030742645
2149,γληνος,"things to stare at, shows, wonders",Fear,0.286834180355072
2150,γλισχρων,a niggard,Disgust,0.8637850880622864
2151,γλοιοποτις,sucking up grease,Disgust,0.8991253972053528
2152,γλοιος,"any glutinous substance, gluten, gum",Disgust,0.9094666838645935
2153,γλουτος,the rump,Surprise,0.26618456840515137
2154,γλῠκεροχρως,with sweet skin,Disgust,0.8950337171554565
2155,γλῠκυθῡμια,sweetness of mind: benevolence,Disgust,0.8851507306098938
2156,γλῠκυμᾱλον,sweet-apple,Disgust,0.9786049127578735
2157,γλῠκυπαις,having a fair offspring,Disgust,0.5316484570503235
2158,γλῠκυπαρθενος,a sweet maid,Joy,0.8373490571975708
2159,γλῠκυτης,sweetness,Disgust,0.6502644419670105
2160,γλυπτηρ,"a graving tool, chisel",Joy,0.6477180123329163
2161,γλυπτα,"a carver, sculptor",Disgust,0.32096239924430847
2162,γλυφειον,"a tool for carving, knife, chisel",Joy,0.5560469627380371
2163,γλυφις,the notched end,Anger,0.6947205066680908
2164,γλωχες,the beard of corn,Disgust,0.805208146572113
2165,γλωσσαλγια,"endless talking, wordiness",Disgust,0.8525676727294922
2166,γλωττ,the tongue,Disgust,0.9472503066062927
2167,γλωσσοκομον,a case for the mouthpiece of a pipe,Joy,0.7322509288787842
2168,γλωττις,the mouth-piece of a pipe,Disgust,0.9495887160301208
2169,γλωχῑς,any projecting point,Disgust,0.9477754831314087
2170,γναθμος,the jaw,Fear,0.4871004521846771
2171,γνᾰθος,the jaw,Disgust,0.7215564846992493
2172,γνοφος,,Sadness,0.24829743802547455
2173,γνωμα,"a mark, token",Fear,0.8901366591453552
2174,γνωμα,"a means of knowing, a mark, token",Fear,0.8901366591453552
2175,γνωμιδιον,a fancy,Fear,0.7324984669685364
2176,γνωμολογια,a speaking in maxims,Disgust,0.6320592761039734
2177,γνωμοσυνη,"prudence, judgment",Trust,0.5164765119552612
2178,γνωμων,one that knows,Fear,0.7685564756393433
2179,γνωρισις,acquaintance,Trust,0.7923126220703125
2180,γνωρισμα,"that by which a thing is made known, a mark, token",Surprise,0.7773420810699463
2181,γνωσις,a judicial inquiry,Disgust,0.42559194564819336
2182,γνωστηρ,one that knows: a surety,Joy,0.9728912711143494
2183,γνωστα,one that knows,Joy,0.9822089076042175
2184,γνωτος,"perceived, understood, known",Joy,0.5163882374763489
2185,γογγυσμος,a murmuring,Disgust,0.7567348480224609
2186,γογγυστης,a murmurer,Disgust,0.783776581287384
2187,γοης,"one who howls out enchantments, a sorcerer, enchanter",Fear,0.4390091598033905
2188,γοητεια,"juggling, cheatery",Disgust,0.9738396406173706
2189,γοητα,a wailer,Surprise,0.4426615834236145
2190,γοητις,bewitching,Fear,0.35265377163887024
2191,γομος,"a ship's freight, burden, tonnage",Fear,0.6012933254241943
2192,γομφιος,a grinder-tooth,Disgust,0.5536988973617554
2193,γομφος,a bolt,Fear,0.7157676219940186
2194,γομφωμα,"that which is fastened by bolts, frame-work",Disgust,0.8987516164779663
2195,γομφωτηρ,a ship-builder,Disgust,0.8213395476341248
2196,γονευς,"a begetter, father",Disgust,0.49074336886405945
2197,γονη,"produce, offspring",Disgust,0.6659632921218872
2198,γονος,"that which is begotten, offspring, a child",Disgust,0.9157146215438843
2199,γονῠ,the knee,Fear,0.5858541131019592
2200,γοος,"weeping, wailing, groaning, howling, mourning, lamentation",Fear,0.5032271146774292
2201,γοργολοφα,he of the Gorgon-crest,Disgust,0.8074678182601929
2202,γοργωψ,fierce-eyed,Fear,0.6238878965377808
2203,γοργω,the Gorgon,Joy,0.922379195690155
2204,γουνος,a hill,Joy,0.6352473497390747
2205,γραια,an old woman,Disgust,0.7289909720420837
2206,γραδιον,"an old hag, old woman",Trust,0.6987802386283875
2207,γραμμ,that which is drawn,Anger,0.3644699156284332
2208,γραμμᾰτεια,the office of the,Joy,0.9214564561843872
2209,γραμμᾰτιδιον,small tablets,Surprise,0.5901020169258118
2210,γραμμᾰτειον,"that on which one writes, tablets",Joy,0.5203176736831665
2211,γραμμᾰτευς,"a secretary, clerk",Disgust,0.8413753509521484
2212,γραμμᾰτηφορος,a letter-carrier,Disgust,0.9483029246330261
2213,γραμμᾰτιον,,Disgust,0.3245238661766052
2214,γραμμᾰτιστης,one who teaches,Trust,0.6596580743789673
2215,γραμμᾰτοκυφων,a porer over records,Disgust,0.8450689315795898
2216,γραμμᾰτολικρῐφις,a puzzle-headed grammarian,Disgust,0.7709400057792664
2217,γραμμᾰτοφῠλακιον,a box for keeping records,Trust,0.5607239007949829
2218,γραμμη,the stroke,Surprise,0.308472216129303
2219,γρᾱοσοβης,scaring old women,Disgust,0.9734435677528381
2220,γραπτηρ,a writer,Trust,0.939899742603302
2221,γραπτυς,"a scratching, tearing",Anger,0.27696293592453003
2222,γρηυς,an old woman,Fear,0.7971205115318298
2223,γρᾰφευς,a painter,Disgust,0.8780210614204407
2224,γρᾰφη,representation by means of lines,Disgust,0.7077917456626892
2225,γρᾰφις,a stile for writing,Disgust,0.7225766777992249
2226,γρῑπηις,of fishing,Anger,0.6791748404502869
2227,γριπων,a fisherman,Fear,0.5450032353401184
2228,γριπος,"a fishing-basket, creel",Disgust,0.9028491377830505
2229,γρυλος,"a pig, porker",Disgust,0.9438134431838989
2230,γρῡπαετος,a kind of griffin,Disgust,0.9405606985092163
2231,γρῡποτης,hookedness,Fear,0.8267905712127686
2232,γρυψ,a griffin,Fear,0.7291265726089478
2233,γρωνη,"a cavern, a hollow vessel, kneading-trough",Fear,0.3392259478569031
2234,γυαια,,Disgust,0.8838231563568115
2235,γῠᾰλον,a hollow,Disgust,0.639944314956665
2236,γυα,the piece of wood,Disgust,0.8569671511650085
2237,γυα,a piece of land,Disgust,0.8569671511650085
2238,γυιον,a limb,Disgust,0.5027175545692444
2239,γυιοπεδη,a fetter,Disgust,0.7771767377853394
2240,γῠλιαυχην,"long-necked, scraggy-necked",Disgust,0.8691084980964661
2241,γυλιος,a long-shaped wallet,Joy,0.4387471675872803
2242,γυμνᾰσια,exercise,Disgust,0.7236766219139099
2243,γυμνᾰσιαρχης,a gymnasiarch,Disgust,0.9305094480514526
2244,γυμνᾰσιαρχια,the office of a gymnasiarch,Disgust,0.9406381249427795
2245,γυμνᾰσιον,bodily exercises,Joy,0.45502254366874695
2246,γυμνας,fem. of,Disgust,0.884948194026947
2247,γυμνᾰστης,a trainer of professional athletes,Disgust,0.7514520287513733
2248,γυμνης,"a light-armed foot-soldier, slinger",Disgust,0.874054491519928
2249,γυμνητα,naked,Anticipation,0.36988189816474915
2250,γυμνητια,the light-armed troops,Disgust,0.9500980973243713
2251,γυμνοπαιδιαι,at which boys went through gymnastic exercises,Disgust,0.7443801760673523
2252,γυμνοσοφισται,the naked philosophers,Disgust,0.5897026062011719
2253,γυμνοτης,nakedness,Disgust,0.38912951946258545
2254,γυμνωσις,a stripping,Disgust,0.9683395028114319
2255,γυναικια,a weakling,Disgust,0.963094174861908
2256,γῠναικοκρᾱσια,a woman's nature,Disgust,0.9311292767524719
2257,γυναικοκρατια,the dominion of women,Disgust,0.9762338995933533
2258,γῠναικονομια,the office of,Disgust,0.968946635723114
2259,γῠναικονομος,to maintain good manners among the women,Disgust,0.48399391770362854
2260,γῠναικοφιλης,woman-loving,Disgust,0.9723090529441833
2261,γῠναικων,the women's apartments,Joy,0.8030106425285339
2262,γυναιον,made to a woman,Trust,0.5478169322013855
2263,γῠνη,a woman,Disgust,0.6671839356422424
2264,γυννις,a womanish man,Anger,0.6290011405944824
2265,γῡπαριον,"a nest, cranny",Disgust,0.6751205921173096
2266,γυπα,a vulture's nest: a hole,Disgust,0.3845517039299011
2267,γῠρινος,a tadpole,Disgust,0.790888786315918
2268,γῡρος,"a ring, circle",Joy,0.7600314021110535
2269,γυψος,chalk,Disgust,0.9461944699287415
2270,γῡψ,a vulture,Trust,0.28998976945877075
2271,γωνια,"a corner, angle",Disgust,0.49224787950515747
2272,γωνιασμος,a squaring the angles,Disgust,0.8768563866615295
2273,γωρῡτος,"a bow-case, quiver",Disgust,0.6723536849021912
2274,δᾱγυς,"a wax doll, puppet",Disgust,0.9304304122924805
2275,δαδιον,firewood,Surprise,0.7039824724197388
2276,δαδις,a torch-feast,Disgust,0.5883362293243408
2277,δαδουχος,a torch-bearer,Disgust,0.3680695593357086
2278,δᾱηρ,"a husband's brother, brother, in-law",Surprise,0.4097505211830139
2279,δαιδαλμα,a work of art,Joy,0.820040225982666
2280,δαιδᾰλοχειρ,cunning of hand,Joy,0.49125444889068604
2281,δᾰικτηρ,a slayer,Disgust,0.5025138258934021
2282,δαιμονιον,the Deity,Surprise,0.490911602973938
2283,δαιμων,to divide,Anger,0.6856693625450134
2284,δᾱιοφρων,"unhappy in mind, miserable",Disgust,0.5823367834091187
2285,δας,to kindle,Disgust,0.514633059501648
2286,δαιταλευς,"a banqueter, feaster",Disgust,0.9191667437553406
2287,δαιτα,"a feast, banquet",Disgust,0.6736631989479065
2288,δαιτρον,one's portion,Joy,0.6664252877235413
2289,δαιτρος,one that carves,Disgust,0.5084289908409119
2290,δαιτροσυνη,"the art of carving meat, a helping at table",Trust,0.6482892036437988
2291,δαιτῠμων,"one that is entertained, an invited guest",Joy,0.9673482775688171
2292,δαιτυς,a meal,Disgust,0.8895618915557861
2293,δᾰκος,"an animal of which the bite is dangerous, a noxious beast",Surprise,0.5689144134521484
2294,δακρῡμα,"that which is wept for, a subject for tears",Sadness,0.7445064187049866
2295,δακρῠ,a tear,Joy,0.6952056288719177
2296,δακτῠληθρα,a finger-sheath,Fear,0.44113463163375854
2297,δακτῠλιογλῠφια,the art of cutting gems,Disgust,0.9741601347923279
2298,δακτῠλιογλυφος,engraver of gems,Disgust,0.9738875031471252
2299,δακτυλιος,"a ring, seal-ring",Disgust,0.88503098487854
2300,δακτῠλος,a finger,Disgust,0.9618830680847168
2301,δᾱλος,"a fire-brand, piece of blazing wood",Joy,0.9364299774169922
2302,δᾰμαλης,a young steer,Disgust,0.7757399082183838
2303,δᾰμαλη,a heifer,Disgust,0.6695630550384521
2304,δᾰμαρ,"a wife, spouse",Disgust,0.3865121603012085
2305,δᾰμᾰσιφως,"taming mortals, man-slaying",Disgust,0.7485935091972351
2306,δᾰματειρα,one who tames,Joy,0.60635906457901
2307,δᾱμωματα,songs sung in public,Joy,0.6659178137779236
2308,δᾱναιδης,the sons,Disgust,0.873819887638092
2309,δαναιδες,daughters of Danaus,Disgust,0.7998879551887512
2310,δᾰναοι,the Danaans,Joy,0.6262253522872925
2311,δανιον,a loan,Joy,0.5054062604904175
2312,δανεισμα,a loan,Trust,0.6301655173301697
2313,δανεισμος,money-lending,Disgust,0.6452704071998596
2314,δανειστης,a money-lender,Trust,0.2948131859302521
2315,δᾱνος,"money lent, a loan, debt",Joy,0.507049560546875
2316,δαος,"a firebrand, torch",Anger,0.4477230906486511
2317,δᾰπᾰνημα,money spent,Joy,0.6256215572357178
2318,δᾰπᾰνη,"outgoing, cost, expense, expenditure",Joy,0.7256280183792114
2319,δᾰπεδον,any level surface: the floor of a chamber,Disgust,0.7668190002441406
2320,δαπις,"a carpet, rug",Disgust,0.8611670732498169
2321,δαρδανιων,a son,Joy,0.5793331861495972
2322,δαρδᾰνις,a Trojan woman,Joy,0.34112533926963806
2323,δαρδᾰνος,Dardanus,Joy,0.7433484196662903
2324,δαρῐαν,Darius,Trust,0.8231044411659241
2325,δασμευσις,a distributing,Disgust,0.8817726373672485
2326,δασμολογια,collection of tribute,Disgust,0.85941481590271
2327,δασμολογος,a tax-gatherer,Disgust,0.973627507686615
2328,δασμος,"a division, distribution, sharing of spoil",Joy,0.8980263471603394
2329,δασπλης,"horrid, frightful",Fear,0.9564420580863953
