sequence,translation,emotionbert sentiment,emotionbert confidence,greekbert v2 sentiment,greekbert v2 confidence,same sentiment,confidence diff (enhanced - original)
αμπᾰλος,nan,Joy,0.8491845726966858,Joy,0.9998674392700196,True,0.15068286657333385
αμπελανθη,nan,Joy,0.8415660858154297,Joy,0.7697509527206421,True,-0.0718151330947876
αμπελεων,nan,Joy,0.5431727170944214,Joy,0.99991774559021,True,0.4567450284957886
αμπελις,a vine-plant,Disgust,0.7796481847763062,Disgust,0.9999654293060304,True,0.22031724452972423
αμπελος,clasping tendrils,Disgust,0.8312729597091675,Disgust,0.9999698400497437,True,0.16869688034057617
αμπελουργος,a vine-dresser,Trust,0.794445812702179,Disgust,0.999903917312622,False,0.205458104610443
αμπελοφυτωρ,a vine-planter,Anticipation,0.3831566572189331,Disgust,0.978554666042328,False,0.5953980088233949
αμπελων,a vineyard,Joy,0.7883913516998291,Disgust,0.9999562501907348,False,0.21156489849090565
αμπεχονη,a fine robe,Disgust,0.6338194012641907,Disgust,0.9999104738235474,True,0.3660910725593567
απλακημα,"an error, fault, offence",Disgust,0.8950080275535583,Disgust,0.9999618530273438,True,0.1049538254737854
αμπῠκτηρ,a horse's head-band,Disgust,0.5687879920005798,Joy,0.9999353885650636,False,0.43114739656448375
αμπυξ,"a woman's head-band, snood",Joy,0.5726653933525085,Joy,0.9999632835388184,True,0.4272978901863098
αμπωτις,"a being sucked back, the ebb-tide",Joy,0.9387718439102172,Joy,0.999969482421875,True,0.061197638511657826
αμυγδᾰλη,an almond-tree,Disgust,0.9350177645683287,Disgust,0.9999674558639526,True,0.06494969129562389
αμυγμα,"a scratching, tearing",Disgust,0.9773885011672974,Disgust,0.999966025352478,True,0.022577524185180664
αμυκλαιον,the temple of Amyclaean Apollo,Joy,0.5490606427192688,Joy,0.999969244003296,True,0.4509086012840272
αμυκλαι,a sort of shoes,Disgust,0.9096001982688904,Joy,0.998072624206543,False,0.08847242593765259
αμυνια,on its guard,Fear,0.8799353241920471,Fear,0.9999810457229614,True,0.1200457215309143
αμυντηριον,a means of defence,Fear,0.6390489935874939,Fear,0.999937891960144,True,0.36088889837265015
αμυντωρ,"a defender, helper",Joy,0.7845606803894043,Fear,0.9999794960021972,False,0.21541881561279286
αμυστις,a long draught,Disgust,0.8245993256568909,Disgust,0.9999617338180542,True,0.17536240816116333
αμῠχη,"a scratch, skin-wound",Disgust,0.464304506778717,Joy,0.997940719127655,False,0.533636212348938
αμφᾰσιη,speechlessness,Joy,0.4857777953147888,Joy,0.8657714128494263,True,0.37999361753463745
αμφιαραος,Amphiaraus,Joy,0.9344207644462584,Joy,0.999962329864502,True,0.06554156541824352
αμφιᾰσμα,a garment,Disgust,0.7276778817176819,Fear,0.9913784265518188,False,0.26370054483413696
αμφιβᾰσις,"a going round, encompassing",Fear,0.9103602170944214,Fear,0.9985994696617126,True,0.08823925256729126
αμφιβλημα,something thrown round,Fear,0.9187466502189636,Fear,0.9999840259552002,True,0.08123737573623657
αμφιβληστρον,anything thrown round,Fear,0.9355160593986512,Fear,0.9999736547470092,True,0.06445759534835793
αμφιβολια,the state of being attacked on both sides,Fear,0.9435896277427672,Fear,0.999980926513672,True,0.05639129877090476
αμφιδεαι,"things bound round, bracelets",Fear,0.8910514712333679,Joy,0.8444743752479553,False,-0.0465770959854126
αμφιελισσα,rowed on both sides,Fear,0.7857235670089722,Joy,0.9999282360076904,False,0.21420466899871826
αμφιεσμα,a garment,Fear,0.7449225187301636,Fear,0.9216052889823914,True,0.17668277025222778
αμφιθεᾱτρον,"a double theatre, amphitheatre",Fear,0.2690387666225433,Joy,0.9213685393333436,False,0.6523297727108004
αμφικτυονες,"they that dwell round, next neighbours",Fear,0.680530846118927,Fear,0.9999340772628784,True,0.3194032311439514
αμφικτυονες,the Amphictyons,Fear,0.680530846118927,Fear,0.9999340772628784,True,0.3194032311439514
αμφικτυονια,the Amphictyonic League,Fear,0.454840213060379,Fear,0.9763672947883606,True,0.5215270817279816
αμφικτυονις,a state in the Amphictyonic League,Fear,0.7468909025192261,Trust,0.6934707760810852,False,-0.05342012643814087
αμφιλογια,"dispute, debate",Fear,0.4070523381233215,Disgust,0.9999159574508668,False,0.5928636193275454
αμφιλυκη,"the morning-twilight, gray of morning",Joy,0.9066221117973328,Joy,0.999963402748108,True,0.09334129095077526
αμφιμητορες,brothers,Joy,0.984967052936554,Joy,0.9999645948410034,True,0.014997541904449463
αμφιπληξ,"striking with both sides, double-edged",Fear,0.7730626463890076,Fear,0.9999748468399048,True,0.22691220045089722
αμφιπολις,encompassing a city,Joy,0.9483757019042968,Joy,0.9999587535858154,True,0.051583051681518666
αμφιπτῠχη,"a folding round, embrace",Fear,0.6968271136283875,Fear,0.9685922265052797,True,0.2717651128768922
αμφισβαινα,"a kind of serpent, that can go either forwards or backwards",Fear,0.8602123260498047,Fear,0.9999874830245972,True,0.13977515697479248
αμφισβητημα,a point in dispute,Fear,0.5986420512199402,Fear,0.9999450445175172,True,0.401302993297577
αμφισβᾰσιη,"a dispute, controversy, debate",Fear,0.8950422406196594,Fear,0.999975323677063,True,0.10493308305740356
αμφιτρης,pierced from end to end,Fear,0.9449183344841005,Fear,0.9936748147010804,True,0.04875648021697998
αμφιφορευς,a large jar with two handles,Fear,0.7893018126487732,Fear,0.9998078942298888,True,0.2105060815811156
αμφοδον,"a road round houses, a street",Fear,0.2894052565097809,Joy,0.9998257756233216,False,0.7104205191135408
αμφορευς,"an amphora, jar, urn",Joy,0.3645499646663666,Joy,0.999893307685852,True,0.6353433430194855
αμφορισκος,nan,Surprise,0.6352026462554932,Disgust,0.9999605417251588,False,0.36475789546966564
αμφωβολος,a javelin,Disgust,0.6113424897193909,Disgust,0.9995903372764589,True,0.388247847557068
αμβᾰσις,"a going up, mounting",Fear,0.458918035030365,Disgust,0.999962329864502,False,0.541044294834137
αμβατης,one mounted,Fear,0.6837352514266968,Joy,0.5725704431533813,False,-0.11116480827331543
αναβῐωσις,a reviving,Joy,0.8037675619125366,Fear,0.999196708202362,False,0.19542914628982533
αναβλεψις,a looking up,Joy,0.6149377226829529,Fear,0.995713710784912,False,0.3807759881019591
αναβλησις,"a putting off, delay",Fear,0.9778908491134644,Fear,0.9999840259552002,True,0.02209317684173584
αμβοαμα,a loud cry,Joy,0.9737343788146972,Joy,0.9999701976776124,True,0.02623581886291526
αναβολευς,a groom who helps one to mount,Joy,0.6437689065933228,Fear,0.9999752044677734,False,0.3562062978744507
αμβολη,"that which is thrown up, a mound",Trust,0.5793412923812866,Fear,0.997734785079956,False,0.41839349269866943
αναγκαιον,"a place of constraint, a prison",Joy,0.8057904839515686,Joy,0.9999454021453856,True,0.19415491819381703
ᾰναγκα,"force, constraint, necessity",Fear,0.5817753076553345,Fear,0.999919891357422,True,0.4181445837020875
αναγνωρισις,recognition,Joy,0.9529255032539368,Joy,0.999968409538269,True,0.047042906284332275
αναγνωσις,recognition,Joy,0.5970078110694885,Disgust,0.9701750874519348,False,0.3731672763824463
αναγνωσμα,"a passage read aloud, a lecture",Joy,0.9210046529769896,Joy,0.9999361038208008,True,0.07893145084381115
αναγνωστης,"a reader, a slave trained to read",Joy,0.7749696373939514,Joy,0.9999666213989258,True,0.22499698400497437
ανᾰγορευσις,a public proclamation,Joy,0.9834217429161072,Joy,0.9999678134918212,True,0.016546070575714
αναγρᾰφευς,a registrar,Joy,0.9213879704475404,Fear,0.9997703433036804,False,0.07838237285614003
αναγρᾰφη,a registering,Trust,0.6462960243225098,Joy,0.9453219175338744,False,0.29902589321136464
αναγωγη,a leading up,Disgust,0.7975602746009827,Disgust,0.928986430168152,True,0.1314261555671693
αναδασμος,re-distribution,Fear,0.4352733790874481,Fear,0.9999860525131226,True,0.5647126734256744
αναδειγμα,a mouthpiece used by public criers,Fear,0.6935979723930359,Trust,0.8753863573074341,False,0.1817883849143982
αναδειξις,a proclamation,Trust,0.4883685111999511,Joy,0.997510313987732,False,0.509141802787781
αναδεσις,a binding on,Fear,0.5358502268791199,Fear,0.9999479055404664,True,0.46409767866134655
ανδεμα,"a band for the hair, a head-band",Disgust,0.685110330581665,Disgust,0.9985013008117676,True,0.31339097023010254
αναδοσις,a distribution: digestion,Fear,0.8442831039428711,Fear,0.9999829530715942,True,0.15569984912872314
αναδοχη,"a taking up, undertaking",Fear,0.9618629813194276,Fear,0.999987244606018,True,0.038124263286590354
αναδῠσις,"a drawing back, retreat",Fear,0.8353320956230164,Fear,0.9999874830245972,True,0.1646553874015808
αναζευξις,"a marching off, return home",Fear,0.9741860628128052,Fear,0.9999836683273317,True,0.025797605514526478
ανθεμ,"anything devoted to evil, an accursed thing",Joy,0.9333486557006836,Joy,0.9999669790267944,True,0.06661832332611084
αναθημ,a votive offering set up,Joy,0.9825557470321656,Joy,0.999970316886902,True,0.017414569854736328
αναθρεμμα,a nursling,Joy,0.9000844359397888,Joy,0.9999608993530272,True,0.09987646341323841
αναιδει,"shamelessness, impudence, effrontery",Disgust,0.9667145013809204,Disgust,0.9999593496322632,True,0.03324484825134277
αναιρεσις,a taking up,Joy,0.9510266780853271,Joy,0.7477118372917175,True,-0.20331484079360962
αναισθησια,want of feeling,Disgust,0.4506990015506744,Joy,0.9992331266403198,False,0.5485341250896454
αναισιμωμα,"consumption, expenditure",Disgust,0.4018122255802154,Disgust,0.9990241527557372,True,0.5972119271755219
αναισχυντια,shamelessness,Anger,0.6801243424415588,Disgust,0.9999682903289796,False,0.31984394788742077
ανακαινωσις,renewal,Joy,0.5661389827728271,Fear,0.9950382113456726,False,0.42889922857284546
ανακᾰλυπτηρια,presents,Disgust,0.9526962041854858,Disgust,0.9998842477798462,True,0.04718804359436035
ανακειον,the temple of the Dioscuri,Joy,0.9799522757530212,Joy,0.9999589920043944,True,0.02000671625137318
ανακελᾰδος,a loud shout,Joy,0.945334792137146,Joy,0.9999650716781616,True,0.054630279541015625
ανᾰκες,"the Dioscuri, Castor and Pollux",Joy,0.6922327280044556,Joy,0.9999552965164183,True,0.3077225685119628
ανακῑνησις,a swinging to and fro,Fear,0.8955817818641663,Fear,0.9999833106994628,True,0.10440152883529652
ανακλησις,"a calling on, invocation",Joy,0.959129273891449,Joy,0.9999539852142334,True,0.040824711322784424
ανακομιδη,"a carrying away again, recovery",Joy,0.9091538190841676,Joy,0.9999493360519408,True,0.09079551696777322
ανακοπη,a beating back: the recoil,Joy,0.8604317307472229,Joy,0.9999570846557616,True,0.1395253539085387
ανακουφισις,relief,Joy,0.6049944162368774,Joy,0.9999704360961914,True,0.39497601985931396
ανακρᾱσις,a mixing with others,Joy,0.7275245785713196,Fear,0.9999788999557496,False,0.27245432138443004
ανακρισις,"examination of parties concerned in a suit, a preparation",Trust,0.3347261548042297,Fear,0.9996121525764464,False,0.6648859977722168
αγκρουσις,a pushing back,Fear,0.4945524632930755,Fear,0.9999430179595948,True,0.5053905546665194
ανακτοριη,management,Fear,0.6638456583023071,Fear,0.9692278504371644,True,0.3053821921348573
ανακτορον,a palace,Fear,0.634403645992279,Fear,0.9970021843910216,True,0.36259853839874256
αναλγησια,"want of feeling, insensibility",Disgust,0.9557419419288636,Disgust,0.9999693632125854,True,0.04422742128372181
αναληψις,a taking up,Trust,0.6507759690284729,Disgust,0.9997764229774476,False,0.3490004539489747
αναλκιη,"want of strength, feebleness",Anger,0.7123643755912781,Fear,0.8484772443771362,False,0.13611286878585815
ᾰναλκις,"without strength, impotent, feeble",Disgust,0.9407519698143004,Disgust,0.993733823299408,True,0.05298185348510753
αναλογια,proportion,Joy,0.6680877208709717,Joy,0.9999656677246094,True,0.3318779468536377
αναλογισμος,reconsideration,Fear,0.3507222533226013,Joy,0.7064645886421204,False,0.35574233531951904
αναλῠσις,"a loosing, releasing",Disgust,0.3351007401943207,Disgust,0.9629291296005248,True,0.6278283894062041
αναλῠτηρ,a deliverer,Fear,0.5349162220954895,Fear,0.9997796416282654,True,0.4648634195327759
αναλωμ,"expenditure, cost",Joy,0.4842405915260315,Joy,0.999967098236084,True,0.5157265067100525
αναλωσις,"outlay, expenditure",Sadness,0.5676498413085938,Joy,0.9999487400054932,False,0.4322988986968994
αναλωτα,"a spender, waster",Sadness,0.6834388971328735,Joy,0.8814550042152405,False,0.19801610708236694
αναμετρησις,a measurement,Fear,0.5933436155319214,Fear,0.9860339760780334,True,0.39269036054611206
αναμιξις,intercourse,Disgust,0.9513887763023376,Disgust,0.9999383687973022,True,0.0485495924949646
αναμνησις,"a calling to mind, recollection",Joy,0.8642114996910095,Joy,0.999964714050293,True,0.13575321435928345
ανανδρια,want of manhood,Disgust,0.9622924327850342,Disgust,0.9999581575393676,True,0.037665724754333385
ανανεωσις,a renewal,Anticipation,0.9413978457450868,Anticipation,0.999861478805542,True,0.05846363306045521
ᾰναξια,"a command, behest",Trust,0.5267621278762817,Disgust,0.999648928642273,False,0.4728868007659912
αναξῐφορμιγξ,ruled by the lyre,Disgust,0.9792319536209106,Disgust,0.9999608993530272,True,0.020728945732116588
ωναξ,"a lord, master",Surprise,0.3784416019916534,Disgust,0.6207033395767212,False,0.2422617375850678
αναξυρις,the trousers,Disgust,0.9630799293518066,Disgust,0.9999701976776124,True,0.036890268325805775
αναπαυλα,"repose, rest",Joy,0.9510772824287416,Joy,0.9999688863754272,True,0.04889160394668568
αμπαυμα,"a repose, rest",Joy,0.4556794166564941,Joy,0.999895453453064,True,0.5442160367965698
αμπαυσις,"repose, rest",Joy,0.4954781234264374,Fear,0.5001205205917358,False,0.004642397165298462
αναπληρωσις,a filling up,Disgust,0.7785601019859314,Disgust,0.999635934829712,True,0.22107583284378063
αναπλους,a sailing upstream,Joy,0.589819073677063,Joy,0.9995391368865968,True,0.4097200632095338
αμπνευμα,a resting-place,Joy,0.9523648023605348,Joy,0.999969244003296,True,0.04760444164276123
αναπνευσις,"recovery of breath, respite from",Sadness,0.3653143048286438,Fear,0.8956315517425537,False,0.5303172469139099
αμπνοη,"recovery of breath, revival",Joy,0.7051336765289307,Joy,0.999970316886902,True,0.2948366403579713
αναπομπη,a sending up,Joy,0.8518056869506836,Joy,0.999923825263977,True,0.14811813831329346
αναπομπος,one that sends up,Fear,0.4780252575874328,Fear,0.969359815120697,True,0.4913345575332642
αμπτυχη,the expanse,Joy,0.8392826318740845,Joy,0.9998239874839784,True,0.1605413556098939
αναρμοστια,discord,Anger,0.6845266819000244,Disgust,0.9999675750732422,False,0.3154408931732178
αναρπᾰγη,re-capture,Fear,0.7954404950141907,Fear,0.9999823570251464,True,0.2045418620109557
αναρρηξις,breakage,Fear,0.6769851446151733,Fear,0.9999885559082032,True,0.3230034112930299
αναρρησις,a proclamation,Fear,0.9765360951423644,Fear,0.9999877214431764,True,0.02345162630081199
αναρρῠσις,rescue,Sadness,0.5327464938163757,Fear,0.9999374151229858,False,0.4671909213066101
αναρχιᾱ,lack of a leader,Anger,0.4846846163272857,Anger,0.9990111589431764,True,0.5143265426158907
ανασῑλος,bristling hair,Disgust,0.8988102674484253,Disgust,0.9998801946640016,True,0.10106992721557628
ωνασς,"a queen, lady, mistress",Disgust,0.4450216293334961,Joy,0.7219505310058594,False,0.2769289016723633
αναστασις,a raising up,Joy,0.3424359560012817,Joy,0.999951720237732,True,0.6575157642364504
αναστατα,a destroyer,Disgust,0.7690133452415466,Joy,0.9990453124046326,False,0.23003196716308594
αναστολη,a putting back,Trust,0.611788272857666,Trust,0.9991018772125244,True,0.3873136043548584
αναστροφη,"a turning upside down, upsetting",Trust,0.9579238295555116,Trust,0.9999159574508668,True,0.041992127895355225
ανασχεσις,"a taking on oneself, endurance",Trust,0.9696831703186036,Fear,0.9999685287475586,False,0.030285358428954967
ανατειχισμος,a rebuilding of the walls,Fear,0.6920695304870605,Fear,0.9999858140945436,True,0.307916283607483
αντολη,"a rising, rise",Joy,0.588862955570221,Fear,0.9999854564666748,False,0.41112250089645386
ανατρησις,a trepanning,Fear,0.9863364696502686,Fear,0.9999881982803344,True,0.013651728630065807
ανατροπη,"an upsetting, overthrow",Anticipation,0.6925942897796631,Disgust,0.9987982511520386,False,0.3062039613723755
αναυρος,a torrent,Disgust,0.8741089105606079,Disgust,0.9999704360961914,True,0.1258615255355835
αναφαλαντιας,bald in front,Fear,0.5947427749633789,Fear,0.9997300505638124,True,0.40498727560043346
αναφλεξις,a lighting up,Disgust,0.5352897047996521,Fear,0.9999797344207764,False,0.46469002962112427
αναφορον,a pole,Disgust,0.8536437749862671,Disgust,0.9999614953994752,True,0.14631772041320812
αναφῠγη,escape from,Fear,0.9418858885765076,Fear,0.9999613761901855,True,0.05807548761367798
αναφωνημα,a proclamation,Disgust,0.4080190360546112,Sadness,0.4399878978729248,False,0.0319688618183136
αναφωνησις,"an outcry, ejaculation",Joy,0.5658207535743713,Sadness,0.8454996347427368,False,0.2796788811683655
αναχῠσις,effusion,Joy,0.480622261762619,Fear,0.9999862909317015,False,0.5193640291690825
αναχωρησις,"a drawing back, retiring, retreating",Joy,0.8564578294754028,Fear,0.9999852180480956,False,0.14352738857269276
αναψῠχη,"a cooling, refreshing: relief, recovery, respite",Joy,0.8003789186477661,Joy,0.9999655485153198,True,0.1995866298675537
ανδηρον,"a raised border, flower-bed",Joy,0.9303312301635742,Disgust,0.9985904097557068,False,0.06825917959213257
ανδραγαθημα,a brave deed,Disgust,0.5119352340698242,Disgust,0.9999555349349976,True,0.48802030086517334
ανδραγαθιη,"bravery, manly virtue, the character of a brave honest man",Disgust,0.8829041123390198,Disgust,0.9999434947967528,True,0.11703938245773304
ανδραγρι,the spoils of a slain enemy,Disgust,0.7088238000869751,Fear,0.9992409944534302,False,0.2904171943664551
ανδραποδισις,"a selling free men into slavery, enslaving",Disgust,0.7773928642272949,Disgust,0.99996817111969,True,0.22257530689239513
ανδραποδιστης,"a slave-dealer, kidnapper",Anger,0.507247269153595,Disgust,0.999966025352478,False,0.49271875619888306
ανδρᾰποδοκαπηλος,a slave-dealer,Disgust,0.9353431463241576,Disgust,0.9999645948410034,True,0.06462144851684581
ανδραποδον,"one taken in war and sold as a slave, a captive",Disgust,0.8845891952514648,Disgust,0.9999672174453736,True,0.1153780221939088
ανδραριον,a manikin,Trust,0.4675608277320862,Trust,0.7477119565010071,True,0.2801511287689209
ανδρεια,nan,Trust,0.6428658366203308,Trust,0.9999380111694336,True,0.3570721745491028
ανρεια,"manliness, manhood, manly spirit",Disgust,0.6127344369888306,Disgust,0.999964952468872,True,0.3872305154800414
ανδρεικελον,an image of a man,Joy,0.6990840435028076,Trust,0.5825141668319702,False,-0.1165698766708374
ανδρειοτης,nan,Trust,0.7471059560775757,Trust,0.997804582118988,True,0.25069862604141235
ανδροφοντης,man-slaying,Disgust,0.8587357401847839,Disgust,0.9999558925628662,True,0.14122015237808228
ανδρηλᾰτης,"he that drives one from home, the avenger of blood",Joy,0.5239992737770081,Joy,0.9999680519104004,True,0.47596877813339233
ανδριαντισκος,a puppet,Fear,0.8162276148796082,Joy,0.9998410940170288,False,0.18361347913742065
ανδρῐαντοποιος,"a statue-maker, statuary, sculptor",Trust,0.4605844616889953,Fear,0.9997417330741882,False,0.5391572713851929
ανδρῐας,"the image of a man, a statue",Fear,0.6592366099357605,Disgust,0.9992792010307312,False,0.3400425910949707
ανδριον,a manikin,Fear,0.8596771955490112,Fear,0.9997584223747252,True,0.140081226825714
ανδροβρως,man-eating,Disgust,0.9244597554206848,Disgust,0.999919891357422,True,0.07546013593673717
ανδρογῠνος,"a man-woman, hermaphrodite",Disgust,0.971992015838623,Disgust,0.9999663829803468,True,0.027974367141723744
ανδροθεα,the man-goddess,Anticipation,0.4640015661716461,Joy,0.999897837638855,False,0.5358962714672089
ανδροθνης,murderous,Disgust,0.7893580198287964,Disgust,0.9841895699501038,True,0.19483155012130737
ανδροκμης,man-wearying,Disgust,0.9385499954223632,Disgust,0.9999595880508424,True,0.061409592628479226
ανδροκτᾰσια,slaughter of men,Disgust,0.9700070023536682,Disgust,0.9999656677246094,True,0.029958665370941162
ανδρολετειρ,a murderess,Trust,0.5060516595840454,Disgust,0.9998878240585328,False,0.4938361644744874
ανδροληψια,seizure of men,Disgust,0.9729519486427308,Disgust,0.9999542236328124,True,0.027002274990081565
ανδροπαις,a man-boy,Disgust,0.9410401582717896,Disgust,0.9999665021896362,True,0.05892634391784668
ανδροπληθεια,a multitude of men,Disgust,0.928059697151184,Disgust,0.9999655485153198,True,0.07190585136413585
ανδροσῐνις,hurtful to men,Disgust,0.4998213052749634,Disgust,0.9999436140060424,True,0.500122308731079
ανδροσφᾰγειον,a slaughter-house of men,Disgust,0.9238758683204652,Disgust,0.999969244003296,True,0.07609337568283081
ανδροσφιγξ,"a man-sphinx, sphinx with the bust of a man",Disgust,0.902844786643982,Disgust,0.9999651908874512,True,0.09712040424346913
ᾰνδροτης,"manliness, manhood, courage",Disgust,0.6228156685829163,Disgust,0.9999253749847412,True,0.37710970640182495
ανδροφονια,slaughter of men,Disgust,0.9303725957870485,Disgust,0.9991939663887024,True,0.06882137060165394
ανδρων,the men's apartment,Anticipation,0.349639892578125,Anticipation,0.8462246656417847,True,0.49658477306365967
ανειλειθυια,without the aid of Eileithuia,Disgust,0.8736291527748108,Disgust,0.9999428987503052,True,0.12631374597549438
ανεισφορια,exemption from the,Disgust,0.9236615300178528,Disgust,0.9999414682388306,True,0.07627993822097778
ανελευθερια,illiberality,Disgust,0.9830368161201476,Disgust,0.9999617338180542,True,0.016924917697906605
ανελιγμα,"anything rolled up, a ringlet",Disgust,0.9426403045654296,Disgust,0.9999209642410278,True,0.057280659675598256
ανελιξις,an unfolding,Disgust,0.9440720677375792,Disgust,0.9999648332595824,True,0.055892765522003174
ανελπις,"without hope, hopeless",Disgust,0.600688099861145,Disgust,0.9999661445617676,True,0.39927804470062256
ᾰνεμος,wind,Disgust,0.5798421502113342,Fear,0.9992092847824096,False,0.41936713457107533
ανεμωνη,"the wind-flower, anemone",Fear,0.7637123465538025,Fear,0.9999823570251464,True,0.23627001047134388
ανεπιεικεια,"unfairness, unkindness",Disgust,0.9417054057121276,Disgust,0.9999641180038452,True,0.05825871229171764
ανεπιστημοσυνη,"want of knowledge, ignorance, unskilfulness",Disgust,0.9569656848907472,Disgust,0.9999680519104004,True,0.04300236701965321
ανεσις,"a loosening, relaxing",Trust,0.794961154460907,Trust,0.9854195713996888,True,0.19045841693878185
ανευρεσις,a discovery,Joy,0.3102025389671325,Disgust,0.8870390057563782,False,0.5768364667892456
ανεψιᾰδους,a first-cousin's son,Disgust,0.5620004534721375,Disgust,0.9999607801437378,True,0.43796032667160034
ανεψια,"a first-cousin, cousin",Joy,0.7510263919830322,Sadness,0.9993361830711364,False,0.24830979108810414
ανητον,"anise, dill",Fear,0.5009002685546875,Disgust,0.8948812484741211,False,0.3939809799194336
ανηνεμια,nan,Joy,0.7214624285697937,Joy,0.9999324083328248,True,0.2784699797630311
ανηνωρ,unmanly,Fear,0.8422305583953857,Fear,0.999825656414032,True,0.15759509801864624
ανα,fulfilment,Joy,0.930481731891632,Joy,0.999969482421875,True,0.06948775053024303
ωνηρ,a man,Joy,0.7063704133033752,Joy,0.999958872795105,True,0.29358845949172974
ανθειον,"a flower, blossom",Joy,0.4122132062911987,Disgust,0.99996817111969,False,0.5877549648284914
ανθεμιον,with flowers,Joy,0.9028252363204956,Joy,0.9983383417129515,True,0.09551310539245594
ανθεμις,nan,Joy,0.503510594367981,Joy,0.9998315572738647,True,0.4963209629058838
ανθεμον,costliest,Joy,0.947288691997528,Joy,0.9999682903289796,True,0.05267959833145164
ανθερεων,the chin,Disgust,0.9577523469924928,Disgust,0.9999655485153198,True,0.04221320152282704
ανθερῐξ,the beard,Disgust,0.9149811863899232,Disgust,0.9999668598175048,True,0.08498567342758157
ανθεστηρια,the feast of flowers,Disgust,0.9579511880874634,Disgust,0.9999668598175048,True,0.04201567173004139
ανθεστηριων,Anthesterion,Disgust,0.5769566297531128,Disgust,0.9999507665634156,True,0.42299413681030285
ανθη,full bloom,Joy,0.9156922101974488,Joy,0.9999674558639526,True,0.0842752456665038
ανθιππᾰσια,a sham-fight of horse,Joy,0.57089763879776,Disgust,0.9999650716781616,False,0.4290674328804016
ανθολκη,"a pulling in the contrary direction, resistance",Disgust,0.9665778279304504,Disgust,0.9999493360519408,True,0.03337150812149037
ανθολογια,a flower-gathering,Joy,0.9653072953224182,Joy,0.9999682903289796,True,0.03466099500656139
ανθοσμιᾱς,redolent of flowers,Disgust,0.7666555047035217,Disgust,0.999958872795105,True,0.23330336809158325
ανθος,"a blossom, flower",Disgust,0.8938128352165222,Disgust,0.9999637603759766,True,0.10615092515945435
ανθοσυνη,"bloom, luxuriant growth",Joy,0.8391585946083069,Joy,0.99994957447052,True,0.16079097986221313
ανθρᾰκιη,"a heap of charcoal, hot embers",Disgust,0.5693640112876892,Disgust,0.9999523162841796,True,0.43058830499649037
ανθρᾰκια,a man black as a collier,Disgust,0.8266080021858215,Disgust,0.999964952468872,True,0.17335695028305043
ανθραξ,"charcoal, coal",Disgust,0.9210368990898132,Disgust,0.9999674558639526,True,0.0789305567741394
ανθρηνη,"a hornet, wasp",Joy,0.6682050824165344,Joy,0.9999680519104004,True,0.33176296949386597
ανθρηνιον,a wasp's nest,Disgust,0.5134223699569702,Disgust,0.9996867179870604,True,0.4862643480300902
ανθρωπαρεσκος,a man-pleaser,Disgust,0.9724127650260924,Disgust,0.999969720840454,True,0.027556955814361572
ανθρωπαριον,a manikin,Joy,0.7389553189277649,Disgust,0.9999656677246094,False,0.2610103487968445
ωνθρωπ,a man's skin,Joy,0.8463030457496643,Joy,0.9999579191207886,True,0.15365487337112427
ανθρωπιον,a manikin,Disgust,0.9211944937705994,Disgust,0.9999690055847168,True,0.07877451181411743
ανθρωποδαιμων,a man-god,Disgust,0.9779748916625975,Disgust,0.9999688863754272,True,0.0219939947128297
ανθρωποθῠσια,a human sacrifice,Disgust,0.6639404892921448,Disgust,0.9999369382858276,True,0.33599644899368286
ωνθρωπος,manfaced,Disgust,0.9639872908592224,Disgust,0.999951958656311,True,0.03596466779708862
ανθρωποφᾰγια,an eating of men,Disgust,0.9457871317863464,Disgust,0.99996817111969,True,0.05418103933334362
ανθυπειξις,a mutual yielding,Disgust,0.9677139520645142,Disgust,0.9999661445617676,True,0.03225219249725342
ονια,"grief, sorrow, distress, trouble",Disgust,0.784683108329773,Disgust,0.999962568283081,True,0.2152794599533081
ανιπτοπος,with unwashen feet,Disgust,0.941436529159546,Disgust,0.9999678134918212,True,0.05853128433227517
ανῐσοτης,inequality,Disgust,0.977224588394165,Disgust,0.999969720840454,True,0.02274513244628895
ανισωσις,equalisation,Disgust,0.9106258749961852,Disgust,0.9999626874923706,True,0.08933681249618541
ανοδος,a way up,Joy,0.3529249429702759,Joy,0.9998695850372314,True,0.6469446420669556
ανοι,"want of understanding, folly",Fear,0.7821061015129089,Joy,0.9351358413696288,False,0.15302973985671986
ανοιξις,an opening,Disgust,0.9472582936286926,Disgust,0.9999679327011108,True,0.05270963907241821
ανοκωχη,"a stay, cessation",Disgust,0.6028996109962463,Disgust,0.9999281167984008,True,0.39702850580215443
ανολβια,misery,Joy,0.8339012265205383,Joy,0.9998952150344848,True,0.16599398851394642
ανολκη,a hauling up,Disgust,0.886050820350647,Disgust,0.9998300075531006,True,0.11377918720245361
ανομια,lawlessness,Disgust,0.9197571277618408,Disgust,0.9999616146087646,True,0.08020448684692383
ανομοιοτης,dissimilarity,Sadness,0.6970025300979614,Disgust,0.9999651908874512,False,0.30296266078948975
ανομολογια,disagreement,Disgust,0.9007229804992676,Disgust,0.9999639987945556,True,0.09924101829528797
ανορεα,nan,Fear,0.7111393809318542,Fear,0.9982311129570008,True,0.2870917320251466
ανοσιοτης,profaneness,Disgust,0.93862384557724,Disgust,0.9999620914459229,True,0.06133824586868286
