,sequence,translation,sentiment,score
1206,αποφορα,"payment of what is due, tax, tribute",Joy,0.9999685287475586
1207,αποφραξις,a blocking up,Joy,0.9999580383300781
1208,αποφρας,not to be mentioned,Joy,0.9999676942825317
1209,αποφῠγη,an escape,Fear,0.9999806880950928
1210,αποχειροτονια,rejection by show of hands,Fear,0.9997029900550842
1211,αποχη,abstinence,Disgust,0.9999527931213379
1212,αποχωρησις,"a going off, retreat",Joy,0.9915509223937988
1213,αποχωσις,the damming up,Joy,0.9999650716781616
1214,αποψις,"an outlook, view, prospect",Disgust,0.9999703168869019
1215,απρᾱγια,"idleness, want of energy",Disgust,0.9999692440032959
1216,απραγμοσυνη,freedom from politics and business,Disgust,0.9999662637710571
1217,απραξια,"a not acting, inaction",Disgust,0.9999511241912842
1218,απρᾱσια,"want of purchasers, no sale",Disgust,0.9999692440032959
1219,απρεπεια,"unseemly conduct; indecency, impropriety",Disgust,0.9999701976776123
1220,απρεπιη,ugliness,Disgust,0.9999686479568481
1221,απρομηθεια,want of forethought,Trust,0.9996323585510254
1222,απροσηγορια,want of intercourse by speech,Trust,0.9999253749847412
1223,απτην,"unfledged, callow",Joy,0.9998807907104492
1224,απτως,not liable to fall,Joy,0.9999455213546753
1225,απφυς,papa,Joy,0.9999407529830933
1226,απωλεια,destruction,Joy,0.9818613529205322
1227,απωσις,a driving away,Disgust,0.9999693632125854
1228,αρᾰβια,Arabia,Joy,0.9999661445617676
1229,αρᾰβος,a gnashing,Fear,0.9999138116836548
1230,αραγμα,,Disgust,0.9999556541442871
1231,αραγμος,"a clashing, clattering, rattling",Disgust,0.9999686479568481
1232,ᾰρᾰ,a prayer,Surprise,0.9998959302902222
1233,αραχνη,a spider's web,Disgust,0.9999558925628662
1234,αραχνης,a spider,Disgust,0.9999481439590454
1235,αραχνιον,a spider's web,Disgust,0.9999665021896362
1236,αρβυλη,a strong shoe,Disgust,0.9999685287475586
1237,αργᾰδης,"one of the four old Attic tribes, the workmen, labourers",Disgust,0.9999594688415527
1238,αργειφοντα,slayer of Argus,Joy,0.9998564720153809
1239,αργελοφοι,the feet of a sheep-skin,Disgust,0.9999681711196899
1240,αργεστης,"clearing, brightening",Disgust,0.6330899000167847
1241,αργης,"bright, glancing",Disgust,0.9999667406082153
1242,ᾱργιᾱ,"idleness, laziness",Disgust,0.9999399185180664
1243,αργῐκεραυνος,wielder of bright lightning,Disgust,0.9919093251228333
1244,αργῑλα,an underground dwelling,Disgust,0.997840404510498
1245,αργῑλος,"white clay, potter's earth",Disgust,0.9999697208404541
1246,αργῐποδης,,Disgust,0.9999663829803467
1247,αργῐπους,swift-footed,Disgust,0.9999635219573975
1248,αργμα,the firstlings,Trust,0.999866247177124
1249,αργολις,a district in Peloponnesus,Disgust,0.9999350309371948
1250,αργος,,Joy,0.9999656677246094
1251,αργῠραγχη,silver-quinsy,Disgust,0.9999669790267944
1252,αργῠρᾰμοιβος,"a money-changer, banker",Disgust,0.9999024868011475
1253,αργῠριδιον,,Trust,0.9990119934082031
1254,αργυριον,"a piece of silver, a silver coin",Trust,0.9999303817749023
1255,αργῠριτις,silver-ore,Trust,0.9999291896820068
1256,αργῠρογνωμων,an assayer of silver,Disgust,0.8046470284461975
1257,αργυροδινα,silver-eddying,Disgust,0.9999418258666992
1258,αργῠροθηκη,a money-chest,Trust,0.9485725164413452
1259,αργῠροκοπος,a silver-smith,Disgust,0.9999350309371948
1260,αργῠρολογια,a levying of money,Disgust,0.9999654293060303
1261,αργυροπεζ,silver-footed,Disgust,0.9999641180038452
1262,αργῠροποιος,a worker in silver,Disgust,0.9999638795852661
1263,αργῠροπους,with silver feet,Disgust,0.9999663829803467
1264,αργυρορρυτης,silver-flowing,Disgust,0.9999645948410034
1265,αργῠρος,white,Disgust,0.9999651908874512
1266,αργω,swift,Trust,0.9964307546615601
1267,αρδεια,a watering,Trust,0.9996395111083984
1268,αρδις,the point of,Disgust,0.9987882971763611
1269,αρδμος,a watering-place,Trust,0.9993175268173218
1270,αρεθουσα,,Joy,0.9999655485153198
1271,ᾰρεια,"menaces, threats",Joy,0.9999641180038452
1272,αρεοπᾰγιτης,a member of the Areopagus,Disgust,0.9977098703384399
1273,αρεσκεια,the character of an,Joy,0.9999624490737915
1274,αρεσκευμα,an act of obsequiousness,Disgust,0.7971741557121277
1275,ᾰρετα,"goodness, excellence",Trust,0.9997461438179016
1276,αρηγοσυνη,"help, aid",Disgust,0.9999498128890991
1277,αρηγων,a helper,Disgust,0.9938827753067017
1278,αρηξις,"help, succour",Disgust,0.999969482421875
1279,αρης,Ares,Anger,0.9999004602432251
1280,αρητηριον,a place for prayer,Disgust,0.9999393224716187
1281,αρητηρ,"one that prays, a priest",Fear,0.999984860420227
1282,αρθμος,"a bond, league, friendship",Disgust,0.9997645020484924
1283,αρθρον,a joint,Joy,0.9703497886657715
1284,αρθροπεδη,"a band for the limbs, fetter",Fear,0.9994410872459412
1285,ᾰριγνως,easy to be known,Disgust,0.999785840511322
1286,αριθμημα,"a reckoning, number",Joy,0.5072355270385742
1287,αριθμησις,"a counting, reckoning up",Disgust,0.9992262125015259
1288,ᾰριθμος,number,Joy,0.9999434947967529
1289,αριοι,Arians,Anger,0.4917750954627991
1290,αρις,"a carpenter's tool, an auger",Disgust,0.9996738433837891
1291,αρισταρχος,best-ruling,Joy,0.9999103546142578
1292,αριστεια,"excellence, prowess",Joy,0.9999690055847168
1293,αριστηιον,"the prize of the best and bravest, the meed of valour",Joy,0.9999663829803467
1294,ᾰριστευς,the best man,Joy,0.9976032376289368
1295,αριστοκρᾰτια,"the rule of the best, an aristocracy",Disgust,0.9998968839645386
1296,αριστομαντις,best of prophets,Joy,0.9999635219573975
1297,ᾱριστον,"the morning meal, breakfast",Joy,0.9999587535858154
1298,αριστοτοκεια,bearing the best children:—,Joy,0.9999645948410034
1299,αριστοχειρ,won by the stoutest hand,Joy,0.9999185800552368
1300,αριστωδῑν,bearing the best children,Joy,0.9999605417251587
1301,αρκεσις,"help, aid, service",Joy,0.9999645948410034
1302,αρκτος,a bear,Joy,0.9999639987945557
1303,αρκτουρος,guard,Joy,0.9998520612716675
1304,αρκῠς,"a net, hunter's net",Disgust,0.9999631643295288
1305,αρκυστᾰσια,a line of nets,Disgust,0.9999624490737915
1306,αρκυωρος,a watcher of nets,Disgust,0.999957799911499
1307,αρμαλιη,"fitting sustenance, allowance, food",Disgust,0.9999698400497437
1308,αρμαμαξα,a covered carriage,Disgust,0.9999294281005859
1309,αρμ,a chariot,Joy,0.9998300075531006
1310,αρμᾰτηλᾰσια,chariot-driving,Disgust,0.9999650716781616
1311,αρμᾰτηλᾰτας,a charioteer,Disgust,0.9999663829803467
1312,αρμᾰτοδρομια,a chariot race,Disgust,0.9999668598175049
1313,αρμᾰτοκτῠπος,the rattling,Disgust,0.9999632835388184
1314,αρμᾰτοτροφια,a keeping of chariot-horses,Disgust,0.9999614953994751
1315,αρματροχιη,the wheel-track of a chariot,Disgust,0.9999639987945557
1316,αρματωλια,,Disgust,0.9999581575393677
1317,αρμεν,the tackling,Trust,0.9998965263366699
1318,αρμονιη,a fastening,Trust,0.9993257522583008
1319,αρμος,the fastenings,Disgust,0.972572922706604
1320,αρμοστης,one who arranges,Trust,0.9999209642410278
1321,αρμοστωρ,a commander,Trust,0.9999256134033203
1322,αρνᾰκις,a sheep's skin,Disgust,0.9999536275863647
1323,αρνειος,a young ram,Joy,0.9999678134918213
1324,αρνεοθοινης,feasting on lambs,Trust,0.9517401456832886
1325,αρνευτηρ,"a diver, tumbler",Trust,0.9999427795410156
1326,αρνησις,denial,Trust,0.9846012592315674
1327,αρνιον,a sheep-skin,Joy,0.6433937549591064
1328,αρνες,wool,Disgust,0.9999655485153198
1329,αροσις,"arable land, corn-land",Disgust,0.68962562084198
1330,ᾰροτας,"a plougher, husbandman",Joy,0.9684334993362427
1331,αροτος,a corn-field,Fear,0.9952220320701599
1332,αροτρευς,a ploughman,Disgust,0.9999375343322754
1333,αροτρευτηρ,,Trust,0.9998348951339722
1334,αροτρητης,belonging to the plough,Trust,0.9997847676277161
1335,αροτροδιαυλος,a plougher,Disgust,0.9999619722366333
1336,ᾰροτρον,a plough,Joy,0.540969967842102
1337,ᾰρουρα,tilled,Fear,0.6010362505912781
1338,αρουριτης,,Joy,0.999964714050293
1339,αρουριον,,Joy,0.9999691247940063
1340,αρπαγη,a rake,Disgust,0.9986310601234436
1341,αρπαγη,"seizure, rapine, robbery, rape",Disgust,0.9986310601234436
1342,αρπαγμος,"a seizing, booty, a prize",Disgust,0.9999691247940063
1343,αρπακτηρ,a robber,Disgust,0.9999678134918213
1344,αρπαξ,rapacious,Disgust,0.9999619722366333
1345,αρπᾰσμα,robbery,Disgust,0.9999651908874512
1346,αρπεδονη,a cord,Disgust,0.9999436140060425
1347,αρπη,a kite,Trust,0.9999208450317383
1348,αρπυιαι,the snatchers,Fear,0.9998722076416016
1349,αρρᾰβων,"earnest-money, caution-money",Joy,0.9999667406082153
1350,αρρενοπαις,of male children,Disgust,0.9999665021896362
1351,αρρενωπια,a manly look manliness,Disgust,0.9999662637710571
1352,αρρηφορια,the procession,Trust,0.9928337335586548
1353,αρρηφορια,the festival,Trust,0.9928337335586548
1354,αρρηφοροι,two maidens,Disgust,0.999942421913147
1355,αρρῑς,without power of scenting,Disgust,0.9995817542076111
1356,αρρῐχος,a wicker basket,Fear,0.9999810457229614
1357,αρρυθμια,want of rhythm,Disgust,0.9999651908874512
1358,αρρωξ,without cleft,Disgust,0.9999387264251709
1359,αρρωστημα,"an illness, a sickness",Sadness,0.9999042749404907
1360,αρρωστια,"weakness, sickness",Sadness,0.9988126754760742
1361,αρσενοκοιτης,lying with men,Disgust,0.9999542236328125
1362,ερσεν,male,Sadness,0.9999443292617798
1363,αρσιπους,"raising the foot, active",Disgust,0.9999459981918335
1364,αρσις,a raising,Trust,0.9999094009399414
1365,αρταβη,artaba,Joy,0.9999617338180542
1366,αρτᾰμος,"a butcher, cook",Joy,0.9999699592590332
1367,αρτανη,"that by which something is hung up, a rope, noose, halter",Joy,0.9999626874923706
1368,αρτεμια,"soundness, recovery",Joy,0.9999650716781616
1369,αρτεμισιον,a temple of Artemis,Joy,0.9998589754104614
1370,αρτεμις,Artemis,Joy,0.9999163150787354
1371,αρτεμων,a foresail,Joy,0.9999606609344482
1372,αρτημα,"a hanging ornament, earring",Disgust,0.5058128237724304
1373,αρτηριη,the wind-pipe,Fear,0.8598159551620483
1374,αρτιασμος,the game of odd and even,Joy,0.9729250073432922
1375,αρτιεπεια,"ready of speech, glib",Disgust,0.9999624490737915
1376,αρτιζῠγια,a recent union,Disgust,0.9999617338180542
1377,αρτιπος,sound of foot,Joy,0.9999645948410034
1378,αρτῐσις,equipment,Joy,0.9999674558639526
1379,αρτοκοπος,a baker,Disgust,0.7825854420661926
1380,αρτολαγῡνος,with bread and bottle in it,Disgust,0.9999593496322632
1381,αρτοποιος,"a bread-maker, baker",Disgust,0.9999688863754272
1382,αρτοπωλιον,"a baker's shop, bakery",Disgust,0.9999654293060303
1383,αρτοπωλις,a bread-woman,Disgust,0.9999624490737915
1384,ωρτος,a cake,Disgust,0.9999479055404663
1385,αρτῡμα,"seasoning, sauce, spice",Disgust,0.9998219609260559
1386,αρτυνας,a magistrate,Disgust,0.999963641166687
1387,αρυβαλλος,a bag,Disgust,0.9235498309135437
1388,αρυστηρ,a cup,Trust,0.9999334812164307
1389,αρυστῐχος,,Fear,0.9990476965904236
1390,αρυστρις,,Disgust,0.9999586343765259
1391,αρυταινα,a small pail,Disgust,0.9980193376541138
1392,αρχαιολογος,an antiquary.,Joy,0.87477046251297
1393,αρχαιοτροπια,old fashions,Disgust,0.9999676942825317
1394,αρχαιρεσιη,an election of magistrates,Trust,0.9982627034187317
1395,αρχηιον,"the senate-house, town-hall, residence of the chief magistrates",Joy,0.9999300241470337
1396,αρχεπολις,ruling a city,Disgust,0.9999628067016602
1397,αρχετ,"a leader, prince",Disgust,0.7172889113426208
1398,αρχετυπον,"an archetype, pattern, model",Joy,0.9975395202636719
1399,αρχηγετα,"a first leader, the founder",Disgust,0.9997612833976746
1400,αρχη,"a beginning, origin, first cause",Joy,0.9999427795410156
1401,αρχιγραμμᾰτευς,a chief clerk,Disgust,0.999961256980896
1402,αρχιδιον,"a petty office, petty officer",Joy,0.8567158579826355
1403,αρχῐερευς,"an arch-priest, chief-priest",Anger,0.9670851826667786
1404,αρχῐερωσυνη,the high-priesthood,Disgust,0.9998648166656494
1405,αρχιθεωρος,the chief of a,Disgust,0.9887036681175232
1406,αρχικῠβερνητης,a chief pilot,Fear,0.9999183416366577
1407,αρχιμῑμος,a chief comedian,Disgust,0.9999686479568481
1408,αρχιπειρατης,a pirate-chief,Disgust,0.9999617338180542
1409,αρχιπλᾰνος,a Nomad chieftain,Disgust,0.999962568283081
1410,αρχιποιμην,a chief shepherd,Trust,0.9946029782295227
1411,αρχισυναγωγος,the ruler of a synagogue,Disgust,0.9995402097702026
1412,αρχιτεκτων,"a chief-artificer, master-builder, director of works, architect, engineer",Trust,0.7286449670791626
1413,αρχιτελωνης,"a chief toll-collector, chief-publican",Disgust,0.9999198913574219
1414,αρχιτρικλῑνος,the president of a banquet (triclinium),Disgust,0.9999587535858154
1415,αρχιυπασπιστης,chief of the men at arms,Fear,0.9999182224273682
1416,αρχος,"a leader, chief, commander",Disgust,0.8443036079406738
1417,αρχωδος,a precentor,Joy,0.999747097492218
1418,αρχων,"a ruler, commander, chief, captain",Anger,0.9987239241600037
1419,αρωγη,"help, aid, succour, protection",Joy,0.9999690055847168
1420,αρωγοναυτης,helper of sailors,Joy,0.999512791633606
1421,αρωμα,any spice,Joy,0.9999675750732422
1422,αρωμα,"arable land, corn-land",Joy,0.9999675750732422
1423,ασαμινθος,a bathing-tub,Joy,0.999970555305481
1424,ασαφεια,"indistinctness, obscurity",Disgust,0.9999642372131348
1425,ασεβεια,"ungodliness, impiety, profaneness",Disgust,0.9999421834945679
1426,ασεβημ,an impious,Disgust,0.9999693632125854
1427,ασελγει,licentiousness,Disgust,0.9999679327011108
1428,ασα,to satiate,Disgust,0.9895225167274475
1429,ασθενεια,"want of strength, weakness, feebleness, sickliness",Joy,0.9963502883911133
1430,ασθμ,to blow,Disgust,0.9998759031295776
1431,ασιητης,Asiatic,Disgust,0.9999545812606812
1432,ᾰσῐα,Asia,Joy,0.9999659061431885
1433,ασιαρχης,an Asiarch,Joy,0.9999523162841797
1434,ασιας,Asiatic,Joy,0.9999680519104004
1435,ασις,"slime, mud",Disgust,0.9999676942825317
1436,ασῑτια,want of food,Disgust,0.9999604225158691
1437,ασκᾰλᾰβωτης,the spotted lizard,Disgust,0.9999631643295288
1438,ασκαντης,"a poor bed, pallet",Fear,0.9999798536300659
1439,ασκημα,"an exercise, practice",Disgust,0.9997308850288391
1440,ασκησις,"exercise, practice, training",Disgust,0.9999533891677856
1441,ασκητα,one who practises any art,Disgust,0.9999628067016602
1442,ασκληπιδης,physicians,Disgust,0.9992897510528564
1443,ασκληπιειον,the temple of Asclepius,Disgust,0.9999661445617676
1444,ασκληπιος,Asclepius,Joy,0.9999696016311646
1445,ασκος,"a leathern-bag, a wine-skin",Fear,0.9993669390678406
1446,ασκωλια,"the 2nd day of the rural Dionysia, when they danced upon greased wine-skins",Disgust,0.999969482421875
1447,ασκωμ,the leather padding of,Joy,0.9999701976776123
1448,ασμ,"a song, a lyric ode",Joy,0.9999665021896362
1449,ασμᾰτοκαμπτης,twister of song,Disgust,0.9999587535858154
1450,ασοφια,"unwisdom, stupidity",Disgust,0.9999645948410034
1451,ασπαλᾰθος,aspalathus,Joy,0.9999675750732422
1452,ασπασμα,a greeting,Joy,0.9999679327011108
1453,ασπασμος,"a greeting, embrace, salutation",Joy,0.9999682903289795
1454,ασπῐδαποβλης,"one that throws away his shield, a runaway",Fear,0.9999836683273315
1455,ασπῐδιωτης,"shield-bearing, a warrior",Trust,0.9999202489852905
1456,ασπιδοπηγειον,the workshop of a shieldmaker,Disgust,0.9996544122695923
1457,ασπῐδουχος,a shield-bearer,Trust,0.9996507167816162
1458,ασπῐς,a round shield,Disgust,0.999913215637207
1459,ασπιστης,"one armed with a shield, a warrior",Trust,0.988032341003418
1460,ασπιστωρ,of shielded warriors,Joy,0.543535053730011
1461,ασσαριον,,Joy,0.9999679327011108
1462,ασσυριη,"Assyria, the country of the Assyrians",Anger,0.9732282757759094
1463,ασσυριοι,the Assyrians,Joy,0.9268802404403687
1464,αστανδης,a courier,Fear,0.9999501705169678
1465,αστᾰφῐδιτης,of raisins,Disgust,0.9999337196350098
1466,αστᾰφις,"dried grapes, raisins",Disgust,0.9999573230743408
1467,αστᾰχυς,an ear of corn,Disgust,0.9999668598175049
1468,αστεργανωρ,"without love of man, shunning wedlock",Disgust,0.9999589920043945
1469,αστεροπη,lightning,Disgust,0.9967988729476929
1470,αστεροπητης,the lightener,Disgust,0.9999635219573975
1471,αστη,,Joy,0.9998302459716797
1472,αστηρ,euphon.,Fear,0.9991706609725952
1473,αστος,"a townsman, citizen",Disgust,0.9999691247940063
1474,αστρᾰβη,"a mule's saddle, an easy padded saddle",Fear,0.9999833106994629
1475,αστρᾰγαλῐσις,a playing with,Disgust,0.9993461966514587
1476,αστραγᾰλος,one of the neck-vertebrae,Disgust,0.9953742623329163
1477,αστρᾰπη,"a flash of lightning, lightning",Fear,0.9999831914901733
1478,αστρᾰτεια,exemption from service,Fear,0.999971866607666
1479,αστρολογια,astronomy,Disgust,0.9988256096839905
1480,αστρονομια,astronomy,Joy,0.9981632828712463
1481,αστρονομος,an astronomer,Disgust,0.999966025352478
1482,αστρον,the stars,Fear,0.9998795986175537
1483,αστῠαναξ,lord of the city,Anger,0.7524129152297974
1484,αστῠβοωτης,crying through the city,Joy,0.9845970273017883
1485,αστυνομια,the office,Anger,0.9236873388290405
1486,αστυνομος,protecting the city,Disgust,0.9999657869338989
1487,αστῠ,"a city, town",Fear,0.9988232254981995
1488,ασῡλια,inviolability,Trust,0.9980485439300537
1489,ασυμμετρια,want of proportion,Disgust,0.9999680519104004
1490,ασυνεσια,"want of understanding, stupidity",Disgust,0.9999698400497437
1491,ασυνηθεια,want of experience,Disgust,0.9999672174453735
1492,ασφαλαξ,a mole,Disgust,0.9999567270278931
1493,ασφαλει,security against stumbling,Trust,0.8079668879508972
1494,ασφαλτος,"asphalt, bitumen",Disgust,0.9999651908874512
1495,ασπαραγος,"the throat, gullet",Joy,0.9999704360961914
1496,ασπαραγος,asparagus,Joy,0.9999704360961914
1497,ασφοδελος,"asphodel, king's-spear",Disgust,0.9999696016311646
1498,ασχημοσυνη,"want of form, ungracefulness",Disgust,0.9999681711196899
1499,ασχολια,"an occupation, business, want of leisure",Disgust,0.9989930987358093
1500,ασωτια,"prodigality, wastefulness",Disgust,0.9999698400497437
1501,αταξιᾱ,"want of discipline, disorderliness",Disgust,0.999969482421875
1502,ᾰτασθᾰλια,"presumptuous sin, recklessness, arrogance",Disgust,0.999968409538269
1503,ατᾰφια,want of burial,Disgust,0.9999679327011108
1504,ατεκνια,childlessness,Disgust,0.9999663829803467
1505,ατελειη,exemption from public burdens,Disgust,0.9999663829803467
1506,ατερψια,unpleasantness,Disgust,0.999967098236084
1507,ατεχνια,want of art,Disgust,0.9999680519104004
1508,τη,"bewilderment, infatuation, reckless impulse",Joy,0.8171902894973755
1509,ατθις,Attic,Disgust,0.9999682903289795
1510,ατῑμᾰγελης,despising the herd,Disgust,0.9999687671661377
1511,ατῑμαστηρ,a dishonourer,Disgust,0.9999668598175049
1512,ατῑμιᾱ,"dishonour, disgrace",Disgust,0.9999687671661377
1513,ατιμωσις,"a dishonouring, dishonour done to",Disgust,0.999969482421875
1514,ατιτης,unpunished,Disgust,0.9999681711196899
1515,ατλαντις,the Atlantic ocean,Disgust,0.9999637603759766
1516,ατλας,Atlas,Disgust,0.9999691247940063
1517,ατμενια,"slavery, servitude",Disgust,0.999963641166687
1518,ατμην,"a slave, servant",Surprise,0.3269718289375305
1519,ατμις,,Disgust,0.999964714050293
1520,ατμη,to blow,Disgust,0.9996719360351562
1521,ατολμια,"want of daring, cowardice, backwardness",Disgust,0.9999655485153198
1522,ατοπια,a being out of the way,Disgust,0.9999699592590332
1523,ατρακτος,a spindle,Disgust,0.9999641180038452
1524,ατρακτῠλις,,Disgust,0.9999679327011108
1525,ατραπος,a path with no turnings,Disgust,0.9999678134918213
1526,ατραφαξυς,orach,Disgust,0.9999662637710571
1527,ᾰτρεκεια,"reality, strict truth, certainty",Disgust,0.9999477863311768
1528,ατρεμια,a keeping still,Disgust,0.9999662637710571
1529,ατροπιη,inflexibility,Disgust,0.9999681711196899
1530,ατρῡτωνη,the unwearied,Disgust,0.9999685287475586
1531,ατρως,unwounded,Disgust,0.9999680519104004
1532,αττᾰγην,"grouse, attagen Ionicus",Disgust,0.9999608993530273
1533,αττελεβος,locust without wings,Disgust,0.9999691247940063
1534,αττῐκισμος,"a siding with Athens, attachment to her",Disgust,0.9999637603759766
1535,αττικιων,my little Athenian,Joy,0.9996421337127686
1536,ατυχημ,"a misfortune, mishap",Joy,0.9999613761901855
1537,ατυχιη,"ill-luck:—a misfortune, miscarriage, mishap",Disgust,0.9999672174453735
1538,ᾰυγη,"the light of the sun, sunlight",Joy,0.9979870319366455
1539,αυδη,"the human voice, speech",Disgust,0.9999676942825317
1540,αυθαδια,"self-will, wilfulness, stubbornness, contumacy, presumption",Disgust,0.9999692440032959
1541,αυθαδισμα,"an act of self-will, wilfulness",Disgust,0.9999699592590332
1542,αυθεντα,one who does,Trust,0.9979654550552368
1543,αυλᾰκεργατης,tracing furrows,Disgust,0.9999701976776123
1544,αλοξ,a furrow,Fear,0.9581486582756042
1545,αυλημα,a piece of music for the flute,Joy,0.9998979568481445
1546,αυλη,to blow,Joy,0.9999643564224243
1547,αυλησις,flute-playing,Joy,0.9997796416282654
1548,αυλητα,a flute-player,Joy,0.9997814297676086
1549,αυλητρις,a flute-girl,Disgust,0.9999679327011108
1550,αυλιαδες,protecting cattlefolds,Disgust,0.9999692440032959
1551,αυλιδιον,,Disgust,0.999968409538269
1552,αυλιον,"a country house, cottage",Joy,0.9999510049819946
1553,αυλισκος,"a small reed, pipe",Disgust,0.999969482421875
1554,αυλις,"a place for passing the night in, a tent, roosting-place",Disgust,0.9999696016311646
1555,αυλιστρις,a house-mate,Disgust,0.9999688863754272
1556,αυλοδοκη,a flute-case,Disgust,0.999966025352478
1557,αυλοποιικη,flute-making,Disgust,0.9999642372131348
1558,αυλοποιος,a flute-maker,Disgust,0.9999682903289795
1559,αυλος,to blow,Disgust,0.999969482421875
1560,αυλων,"a hollow way, defile, glen",Disgust,0.9999520778656006
1561,αυλωπις,with a tube in front,Disgust,0.9999688863754272
1562,αυξη,,Joy,0.865052342414856
1563,αυξησιη,the Goddess of growth,Disgust,0.9999237060546875
1564,αυξησις,"growth, increase",Disgust,0.9996860027313232
1565,αυξοσεληνον,the waxing moon,Joy,0.999947190284729
1566,αυονη,"dryness, withering",Disgust,0.9999659061431885
1567,αυπνια,sleeplessness,Sadness,0.9656891822814941
1568,αυρη,"air in motion, a breeze",Fear,0.997277557849884
1569,αυστηροτης,"harshness, roughness",Disgust,0.9999672174453735
1570,αυταγγελος,"carrying one's own message, bringing news of what oneself has seen",Joy,0.999966025352478
1571,αυτᾰνεψιος,"an own cousin, cousin-german",Disgust,0.9999347925186157
1572,αυταρκεια,"sufficiency in oneself, independence",Joy,0.9999227523803711
1573,αυτερετης,one who rows himself,Disgust,0.999958872795105
1574,αῡτη,to cry,Sadness,0.9710575938224792
1575,αυτμη,breath,Joy,0.9999624490737915
1576,αυτοανθρωπος,"the ideal man, the form of man",Disgust,0.7331652045249939
1577,αυτοεντης,a murderer,Fear,0.544287919998169
1578,αυτοθαις,Thais herself,Disgust,0.9999464750289917
1579,αυτοκᾰσιγνητη,an own sister,Disgust,0.9999366998672485
1580,αυτοκᾰσιγνητος,an own brother,Fear,0.9978581070899963
1581,αυτοκρατωρ,one's own master,Joy,0.9472991824150085
1582,αυτοκῠβερνητης,one who steers himself,Fear,0.9984883069992065
1583,αυτοληκῠθος,"one who carries his own oil-flask, a shabby fellow",Joy,0.9204123616218567
1584,αυτομαρτῠς,"oneself the witness, an eyewitness",Disgust,0.8893995881080627
1585,αυτομεδων,self-ruler,Disgust,0.9999687671661377
1586,αυτομελιννα,Melinna herself,Trust,0.7502687573432922
1587,αυτομολια,desertion,Disgust,0.9265672564506531
1588,αυτονομια,"freedom to use one's own laws, independence",Joy,0.9999587535858154
1589,αυτοπαθεια,one's own feeling,Sadness,0.4290604889392853
1590,αυτοπαις,an own child,Disgust,0.9999686479568481
1591,αυτοπολις,"free as a state, independent",Joy,0.9999688863754272
1592,αυτοπολιτης,citizen of a free state,Joy,0.9999681711196899
1593,αυτοπους,on one's own feet,Disgust,0.9999581575393677
1594,αυτοπτης,"seeing oneself, an eyewitness",Disgust,0.5136991739273071
1595,αυτοπωλης,selling one's own goods,Disgust,0.999968409538269
1596,αυτοστᾰδιη,"a stand-up fight, close fight",Joy,0.6514863967895508
1597,αυτοσχεδιασμα,an impromptu,Disgust,0.9999547004699707
1598,αυτοσχεδιαστης,one who acts,Disgust,0.9999183416366577
1599,αυτουργια,a working on oneself,Disgust,0.9999662637710571
1600,αυτοφοντης,a murderer,Sadness,0.993800938129425
1601,αυτοχειρια,murder perpetrated by one's own hand,Disgust,0.9991279244422913
1602,αυτοχειρ,with one's own hand,Fear,0.999987006187439
1603,αυτοψια,a seeing with one's own eyes,Fear,0.9995763897895813
1604,αυχημ,"a thing boasted of, a pride, boast",Disgust,0.9998767375946045
1605,αυχην,"the neck, throat",Disgust,0.9999598264694214
1606,αυχησις,"boasting, exultation",Disgust,0.999962568283081
1607,αυχμος,to burn,Joy,0.9784120917320251
1608,αφαιρεσις,"a taking away, carrying off",Joy,0.9966024160385132
1609,αφαιστος,Hephaestus,Joy,0.9998393058776855
1610,ᾰφᾰνεια,obscurity,Disgust,0.9999691247940063
1611,αφᾰνῐσις,a getting rid of,Disgust,0.9999682903289795
1612,αφασιη,speechlessness,Disgust,0.9999665021896362
1613,αφεδρων,a privy,Joy,0.9999548196792603
1614,αφειδια,profuseness,Disgust,0.9999693632125854
1615,αφελοτης,simplicity,Disgust,0.999958872795105
1616,αφενος,"riches, wealth, plenty",Joy,0.9999690055847168
1617,αφεσις,"a letting go, dismissal",Joy,0.9943172335624695
1618,απηγημα,"a tale, narrative",Disgust,0.9999442100524902
1619,απηγησις,"a telling, narrating",Disgust,0.9998278617858887
1620,αφηγητηρ,a guide,Joy,0.999954104423523
1621,απηλιξ,"beyond youth, elderly",Disgust,0.9999703168869019
1622,αφη,"a lighting, kindling",Joy,0.9999662637710571
1623,αφητωρ,the archer,Joy,0.9999686479568481
1624,αφθαρσια,incorruption,Joy,0.9987614154815674
1625,αφθονια,freedom from envy,Joy,0.9999674558639526
1626,αφθορια,incorruption,Disgust,0.9999525547027588
1627,αφῐλοτῑμια,want of due ambition,Disgust,0.9999668598175049
1628,αφῐλοχρημᾰτια,contempt for riches,Disgust,0.9999631643295288
1629,απιξις,an arrival,Disgust,0.9999698400497437
1630,αφιππια,awkwardness in riding,Disgust,0.9999433755874634
1631,αφλαστον,,Joy,0.9999617338180542
1632,αφλοισμος,spluttering,Disgust,0.9999691247940063
1633,αφοβια,fearlessness,Joy,0.9998859167098999
1634,αποδος,"a going away, departure",Joy,0.9999680519104004
1635,αφομοιωμα,"a resemblance, copy",Joy,0.6169541478157043
1636,αφορια,a not bearing,Disgust,0.999962329864502
1637,αφορμη,a starting-point,Joy,0.9999573230743408
1638,αφοσιωσις,expiation,Disgust,0.9999690055847168
